marca,modelo,emplacados,acumulado_anual,data
MITSUBISHI,PAJERO,118,643,5/2/2023
AUDI,Q3,100,573,5/2/2023
LAND_ROVER,DISCOVERY,138,569,5/2/2023
VOLVO,XC90,114,500,5/2/2023
FORD,TERRITORY,107,474,5/2/2023
MBENZ,CLASSE_GLB,92,474,5/2/2023
KIA,STONIC,92,460,5/2/2023
KIA,SPORTAGE,108,420,5/2/2023
LAND_ROVER,RANGE_ROVER,146,414,5/2/2023
FIAT,MOBI,6895,30442,6/2/2023
RENAULT,KWID,5933,26646,6/2/2023
VW,GOL,89,5931,6/2/2023
VW,FUSCA,2,46,6/2/2023
FIAT,UNO,3,20,6/2/2023
FIAT,PALIO,1,4,6/2/2023
VW,UP,0,4,6/2/2023
GM,CHEVETTE,0,2,6/2/2023
FIAT,147,0,1,6/2/2023
GM,ONIX,8261,44110,6/2/2023
VW,POLO,9949,37722,6/2/2023
HYUNDAI,HB20,6420,34002,6/2/2023
FIAT,ARGO,6747,31920,6/2/2023
TOYOTA,YARIS_HB,1940,11880,6/2/2023
PEUGEOT,208,2718,11546,6/2/2023
CITROEN,C3,2930,11338,6/2/2023
HONDA,CITY_HATCH,791,6640,6/2/2023
RENAULT,SANDERO,1004,3559,6/2/2023
MINI,COOPER,50,366,6/2/2023
JAC,E-JS1,33,221,6/2/2023
CAOA_CHERY,ICAR,12,50,6/2/2023
GM,CRUZE_HB,34,205,6/2/2023
AUDI,A3,42,176,6/2/2023
NISSAN,LEAF,56,161,6/2/2023
MBENZ,CLASSE_A,5,25,6/2/2023
BMW,118i,4,16,6/2/2023
BMW,I3,1,12,6/2/2023
FIAT,CRONOS,4969,19195,6/2/2023
HYUNDAI,HB20S,1393,9499,6/2/2023
VW,VOYAGE,1,2068,6/2/2023
RENAULT,LOGAN,473,1366,6/2/2023
FIAT,SIENA,0,15,6/2/2023
GM,PRISMA,1,2,6/2/2023
TOYOTA,ETIOS_SEDAN,0,2,6/2/2023
FORD,FIESTA_SEDAN,0,1,6/2/2023
FORD,KA_SEDAN,0,1,6/2/2023
GM,CLASSIC,0,1,6/2/2023
GM,ONIX_PLUS,6419,35726,6/2/2023
VW,VIRTUS,2188,9689,6/2/2023
HONDA,CITY,1060,6597,6/2/2023
TOYOTA,YARIS_SEDAN,1294,6057,6/2/2023
NISSAN,VERSA,842,3571,6/2/2023
FORD,CORCEL,1,6,6/2/2023
TOYOTA,COROLLA,3751,19852,6/2/2023
NISSAN,SENTRA,408,1953,6/2/2023
VW,JETTA,184,644,6/2/2023
GM,CRUZE_SEDAN,101,562,6/2/2023
CAOA_CHERY,ARRIZO_6,41,332,6/2/2023
AUDI,A3_SEDAN,106,322,6/2/2023
HONDA,CIVIC,5,320,6/2/2023
AUDI,A5,43,239,6/2/2023
JAC,E-J7,44,65,6/2/2023
MBENZ,CLA45,8,60,6/2/2023
BMW,218I,6,50,6/2/2023
BMW,420I,7,49,6/2/2023
MBENZ,CLA35,6,38,6/2/2023
HYUNDAI,IONIQ,4,16,6/2/2023
KIA,CERATO,3,14,6/2/2023
MBENZ,CLASSE_A,0,5,6/2/2023
GM,IMPALA,0,1,6/2/2023
RENAULT,FLUENCE,0,1,6/2/2023
TOYOTA,PRIUS,0,1,6/2/2023
VW,SANTANA,0,1,6/2/2023
BMW,320I,402,2293,6/2/2023
BMW,330E,7,356,6/2/2023
MBENZ,CLASSE_C,9,306,6/2/2023
AUDI,A4,31,221,6/2/2023
MBENZ,CLA250,19,185,6/2/2023
PORSCHE,PANAMERA,27,175,6/2/2023
BMW,I4,21,72,6/2/2023
BYD,HAN,5,54,6/2/2023
BMW,530E,15,45,6/2/2023
LEXUS,ES300,9,37,6/2/2023
TOYOTA,CAMRY,2,30,6/2/2023
AUDI,E_TRON_GT,2,19,6/2/2023
VW,PARATI,0,2,6/2/2023
VW,SPACE_FOX,0,1,6/2/2023
AUDI,RS6_AVANT,3,20,6/2/2023
GM,CARAVAN,0,1,6/2/2023
VW,QUANTUM,0,1,6/2/2023
GM,BOLT,0,20,6/2/2023
FIAT,DOBLO,1,3,6/2/2023
NISSAN,LIVINA,1,1,6/2/2023
GM,SPIN,1510,8591,6/2/2023
KIA,CARNIVAL,0,23,6/2/2023
BYD,D1,6,20,6/2/2023
CHRYSLER,PACIFICA,4,5,6/2/2023
PORSCHE,911,67,412,6/2/2023
FORD,MUSTANG,34,218,6/2/2023
BMW,M3,19,168,6/2/2023
PORSCHE,TAYCAN,26,144,6/2/2023
PORSCHE,BOXSTER,13,113,6/2/2023
PORSCHE,CAYMAN,15,66,6/2/2023
JAGUAR,F-TYPE,4,41,6/2/2023
GM,CORVETTE,5,33,6/2/2023
MCLAREN,ARTURA,10,28,6/2/2023
VW,T_CROSS,7264,32035,6/2/2023
JEEP,COMPASS,4338,30350,6/2/2023
HYUNDAI,CRETA,4597,29948,6/2/2023
GM,TRACKER,4957,28964,6/2/2023
JEEP,RENEGADE,4084,22322,6/2/2023
NISSAN,KICKS,3473,22062,6/2/2023
TOYOTA,COROLLA_CROSS,3357,21483,6/2/2023
FIAT,PULSE,4401,21444,6/2/2023
VW,NIVUS,3751,20877,6/2/2023
HONDA,HR-V,4810,20544,6/2/2023
FIAT,FASTBACK,3384,17497,6/2/2023
RENAULT,DUSTER,1488,10773,6/2/2023
JEEP,COMMANDER,1338,10511,6/2/2023
TOYOTA,HILUX_SW4,1258,6871,6/2/2023
VW,TAOS,1069,6429,6/2/2023
CAOA_CHERY,TIGGO_5X,1571,3797,6/2/2023
CAOA_CHERY,TIGGO_8,677,3714,6/2/2023
CAOA_CHERY,TIGGO_7,457,2679,6/2/2023
VOLVO,XC60,392,2208,6/2/2023
GWM,HAVAL_H6,969,2162,6/2/2023
GM,EQUINOX,325,1893,6/2/2023
CITROEN,C4_CACTUS,143,1831,6/2/2023
BMW,X1,433,1601,6/2/2023
MITSUBISHI,ECLIPSE_CROSS,294,1418,6/2/2023
BYD,SONG_PLUS,353,1096,6/2/2023
PORSCHE,CAYENNE,208,990,6/2/2023
AUDI,Q5,217,974,6/2/2023
VOLVO,XC40,119,903,6/2/2023
PEUGEOT,2008,167,882,6/2/2023
GM,TRAILBLAZER,84,876,6/2/2023
MITSUBISHI,PAJERO,214,857,6/2/2023
PORSCHE,MACAN,86,752,6/2/2023
AUDI,Q3,124,697,6/2/2023
LAND_ROVER,DISCOVERY,126,695,6/2/2023
VOLVO,XC90,88,588,6/2/2023
FORD,TERRITORY,104,577,6/2/2023
MBENZ,CLASSE_GLB,85,559,6/2/2023
LAND_ROVER,DEFENDER,125,524,6/2/2023
KIA,STONIC,61,521,6/2/2023
LAND_ROVER,RANGE_ROVER,100,514,6/2/2023
FIAT,MOBI,8582,39024,7/2/2023
RENAULT,KWID,6602,33248,7/2/2023
VW,GOL,122,6053,7/2/2023
VW,FUSCA,5,51,7/2/2023
FIAT,UNO,4,24,7/2/2023
FIAT,PALIO,1,5,7/2/2023
VW,UP,0,4,7/2/2023
GM,CHEVETTE,1,3,7/2/2023
FIAT,147,0,1,7/2/2023
GM,ONIX,10260,54370,7/2/2023
VW,POLO,16471,54193,7/2/2023
HYUNDAI,HB20,12126,46128,7/2/2023
FIAT,ARGO,7159,39079,7/2/2023
PEUGEOT,208,3104,14650,7/2/2023
CITROEN,C3,3030,14368,7/2/2023
TOYOTA,YARIS_HB,1609,13489,7/2/2023
HONDA,CITY_HATCH,673,7313,7/2/2023
RENAULT,SANDERO,1348,4907,7/2/2023
MINI,COOPER,58,424,7/2/2023
JAC,E-JS1,39,260,7/2/2023
BYD,DOLPHIN,80,97,7/2/2023
GM,CRUZE_HB,33,238,7/2/2023
AUDI,A3,48,224,7/2/2023
NISSAN,LEAF,7,168,7/2/2023
MBENZ,CLASSE_A,5,30,7/2/2023
BMW,118i,6,22,7/2/2023
TOYOTA,COROLLA_GR,17,17,7/2/2023
FIAT,CRONOS,5036,24231,7/2/2023
HYUNDAI,HB20S,4811,14310,7/2/2023
RENAULT,LOGAN,1923,3289,7/2/2023
VW,VOYAGE,0,2068,7/2/2023
FIAT,SIENA,1,16,7/2/2023
TOYOTA,ETIOS_SEDAN,1,3,7/2/2023
GM,PRISMA,0,2,7/2/2023
FORD,FIESTA_SEDAN,0,1,7/2/2023
FORD,KA_SEDAN,0,1,7/2/2023
GM,CLASSIC,0,1,7/2/2023
GM,ONIX_PLUS,6412,42138,7/2/2023
VW,VIRTUS,2729,12418,7/2/2023
TOYOTA,YARIS_SEDAN,2505,8562,7/2/2023
HONDA,CITY,1060,7656,7/2/2023
NISSAN,VERSA,1086,4657,7/2/2023
FORD,CORCEL,2,8,7/2/2023
TOYOTA,COROLLA,3812,23664,7/2/2023
NISSAN,SENTRA,275,2228,7/2/2023
VW,JETTA,162,806,7/2/2023
GM,CRUZE_SEDAN,113,675,7/2/2023
AUDI,A3_SEDAN,71,393,7/2/2023
CAOA_CHERY,ARRIZO_6,58,390,7/2/2023
HONDA,CIVIC,4,324,7/2/2023
AUDI,A5,52,291,7/2/2023
JAC,E-J7,5,70,7/2/2023
MBENZ,CLA45,4,64,7/2/2023
BMW,420I,11,60,7/2/2023
BMW,218I,4,54,7/2/2023
MBENZ,CLA35,2,40,7/2/2023
HYUNDAI,IONIQ,1,17,7/2/2023
KIA,CERATO,1,15,7/2/2023
TESLA,MODEL_3,3,11,7/2/2023
BYD,SEAL,9,9,7/2/2023
MBENZ,CLASSE_A,0,5,7/2/2023
GM,IMPALA,0,1,7/2/2023
RENAULT,FLUENCE,0,1,7/2/2023
TOYOTA,PRIUS,0,1,7/2/2023
BMW,320I,350,2643,7/2/2023
MBENZ,CLASSE_C,93,399,7/2/2023
BMW,330E,9,365,7/2/2023
AUDI,A4,22,243,7/2/2023
PORSCHE,PANAMERA,33,208,7/2/2023
MBENZ,CLA250,16,201,7/2/2023
BMW,I4,14,86,7/2/2023
BYD,HAN,7,61,7/2/2023
BMW,530E,9,54,7/2/2023
LEXUS,ES300,10,47,7/2/2023
TOYOTA,CAMRY,1,31,7/2/2023
AUDI,E_TRON_GT,3,22,7/2/2023
VW,PARATI,0,2,7/2/2023
VW,SPACE_FOX,0,1,7/2/2023
AUDI,RS6_AVANT,3,23,7/2/2023
GM,CARAVAN,0,1,7/2/2023
VW,QUANTUM,0,1,7/2/2023
GM,BOLT,18,38,7/2/2023
FIAT,DOBLO,0,3,7/2/2023
NISSAN,LIVINA,0,1,7/2/2023
GM,SPIN,2026,10617,7/2/2023
BYD,D1,143,163,7/2/2023
KIA,CARNIVAL,0,23,7/2/2023
CHRYSLER,PACIFICA,2,7,7/2/2023
PORSCHE,911,51,463,7/2/2023
FORD,MUSTANG,25,243,7/2/2023
BMW,M3,18,186,7/2/2023
PORSCHE,TAYCAN,23,167,7/2/2023
PORSCHE,BOXSTER,14,127,7/2/2023
PORSCHE,CAYMAN,16,82,7/2/2023
JAGUAR,F-TYPE,8,49,7/2/2023
GM,CORVETTE,3,36,7/2/2023
MCLAREN,ARTURA,2,30,7/2/2023
VW,T_CROSS,8553,40587,7/2/2023
HYUNDAI,CRETA,5314,35262,7/2/2023
JEEP,COMPASS,4707,35056,7/2/2023
GM,TRACKER,5438,34401,7/2/2023
JEEP,RENEGADE,5556,27875,7/2/2023
VW,NIVUS,6498,27375,7/2/2023
NISSAN,KICKS,4752,26814,7/2/2023
HONDA,HR-V,4983,25525,7/2/2023
FIAT,PULSE,3994,25438,7/2/2023
TOYOTA,COROLLA_CROSS,3630,25113,7/2/2023
FIAT,FASTBACK,3635,21130,7/2/2023
RENAULT,DUSTER,1801,12574,7/2/2023
JEEP,COMMANDER,1408,11917,7/2/2023
TOYOTA,HILUX_SW4,1261,8132,7/2/2023
VW,TAOS,1203,7632,7/2/2023
CAOA_CHERY,TIGGO_5X,1201,4998,7/2/2023
CAOA_CHERY,TIGGO_8,901,4615,7/2/2023
CAOA_CHERY,TIGGO_7,555,3234,7/2/2023
GWM,HAVAL_H6,953,3115,7/2/2023
VOLVO,XC60,395,2603,7/2/2023
GM,EQUINOX,335,2227,7/2/2023
CITROEN,C4_CACTUS,227,2058,7/2/2023
BMW,X1,390,1991,7/2/2023
MITSUBISHI,ECLIPSE_CROSS,264,1682,7/2/2023
BYD,SONG_PLUS,445,1541,7/2/2023
PORSCHE,CAYENNE,190,1180,7/2/2023
AUDI,Q5,116,1090,7/2/2023
MITSUBISHI,PAJERO,227,1084,7/2/2023
PEUGEOT,2008,191,1073,7/2/2023
VOLVO,XC40,106,1009,7/2/2023
GM,TRAILBLAZER,123,999,7/2/2023
LAND_ROVER,DISCOVERY,155,850,7/2/2023
AUDI,Q3,137,834,7/2/2023
PORSCHE,MACAN,78,830,7/2/2023
VOLVO,XC90,65,653,7/2/2023
LAND_ROVER,DEFENDER,121,645,7/2/2023
MBENZ,CLASSE_GLB,77,636,7/2/2023
FORD,TERRITORY,57,634,7/2/2023
KIA,STONIC,92,613,7/2/2023
LAND_ROVER,RANGE_ROVER,78,592,7/2/2023
FIAT,MOBI,6593,45616,8/2/2023
RENAULT,KWID,4569,37817,8/2/2023
VW,GOL,57,6110,8/2/2023
VW,FUSCA,9,60,8/2/2023
FIAT,UNO,1,25,8/2/2023
FIAT,PALIO,2,7,8/2/2023
VW,UP,2,6,8/2/2023
GM,CHEVETTE,0,3,8/2/2023
FIAT,147,1,2,8/2/2023
GM,ONIX,8345,62715,8/2/2023
VW,POLO,8220,62412,8/2/2023
HYUNDAI,HB20,8053,54180,8/2/2023
FIAT,ARGO,5892,44971,8/2/2023
PEUGEOT,208,3318,17967,8/2/2023
CITROEN,C3,2182,16549,8/2/2023
TOYOTA,YARIS_HB,1996,15485,8/2/2023
HONDA,CITY_HATCH,647,7960,8/2/2023
RENAULT,SANDERO,677,5584,8/2/2023
MINI,COOPER,65,489,8/2/2023
BYD,DOLPHIN,371,467,8/2/2023
JAC,E-JS1,32,292,8/2/2023
GM,CRUZE_HB,33,271,8/2/2023
AUDI,A3,21,245,8/2/2023
NISSAN,LEAF,0,168,8/2/2023
MBENZ,CLASSE_A,10,40,8/2/2023
TOYOTA,COROLLA_GR,15,32,8/2/2023
BMW,118i,6,28,8/2/2023
FIAT,CRONOS,5093,29322,8/2/2023
HYUNDAI,HB20S,2294,16604,8/2/2023
RENAULT,LOGAN,88,3377,8/2/2023
VW,VOYAGE,3,2071,8/2/2023
FIAT,SIENA,1,17,8/2/2023
GM,PRISMA,1,3,8/2/2023
TOYOTA,ETIOS_SEDAN,0,3,8/2/2023
FORD,KA_SEDAN,1,2,8/2/2023
DODGE,CHARGER,1,1,8/2/2023
FORD,FIESTA_SEDAN,0,1,8/2/2023
GM,ONIX_PLUS,7055,49192,8/2/2023
VW,VIRTUS,3107,15525,8/2/2023
TOYOTA,YARIS_SEDAN,2597,11159,8/2/2023
HONDA,CITY,935,8591,8/2/2023
NISSAN,VERSA,977,5633,8/2/2023
FORD,CORCEL,2,10,8/2/2023
TOYOTA,COROLLA,4175,27838,8/2/2023
NISSAN,SENTRA,376,2604,8/2/2023
VW,JETTA,371,1177,8/2/2023
GM,CRUZE_SEDAN,95,770,8/2/2023
CAOA_CHERY,ARRIZO_6,175,565,8/2/2023
AUDI,A3_SEDAN,33,426,8/2/2023
HONDA,CIVIC,66,390,8/2/2023
AUDI,A5,47,338,8/2/2023
HYUNDAI,IONIQ,103,120,8/2/2023
MBENZ,CLA45,10,74,8/2/2023
JAC,E-J7,3,73,8/2/2023
BMW,420I,8,68,8/2/2023
BMW,218I,5,59,8/2/2023
MBENZ,CLA35,3,43,8/2/2023
BYD,SEAL,14,23,8/2/2023
KIA,CERATO,0,15,8/2/2023
TESLA,MODEL_3,2,13,8/2/2023
MBENZ,CLASSE_A,0,5,8/2/2023
GM,IMPALA,0,1,8/2/2023
RENAULT,FLUENCE,0,1,8/2/2023
TOYOTA,PRIUS,0,1,8/2/2023
BMW,320I,425,3068,8/2/2023
MBENZ,CLASSE_C,117,516,8/2/2023
BMW,330E,69,434,8/2/2023
PORSCHE,PANAMERA,47,255,8/2/2023
AUDI,A4,9,252,8/2/2023
MBENZ,CLA250,12,213,8/2/2023
BMW,I4,26,112,8/2/2023
BMW,530E,12,66,8/2/2023
BYD,HAN,4,65,8/2/2023
LEXUS,ES300,10,57,8/2/2023
TOYOTA,CAMRY,2,33,8/2/2023
AUDI,E_TRON_GT,4,26,8/2/2023
VW,PARATI,0,2,8/2/2023
VW,SPACE_FOX,0,1,8/2/2023
AUDI,RS6_AVANT,4,27,8/2/2023
GM,CARAVAN,0,1,8/2/2023
VW,QUANTUM,0,1,8/2/2023
GM,BOLT,3,41,8/2/2023
FIAT,DOBLO,0,3,8/2/2023
NISSAN,LIVINA,0,1,8/2/2023
GM,SPIN,2341,12958,8/2/2023
BYD,D1,153,316,8/2/2023
KIA,CARNIVAL,0,23,8/2/2023
CHRYSLER,PACIFICA,3,10,8/2/2023
PORSCHE,911,109,572,8/2/2023
FORD,MUSTANG,27,270,8/2/2023
BMW,M3,24,210,8/2/2023
PORSCHE,TAYCAN,39,206,8/2/2023
PORSCHE,BOXSTER,30,157,8/2/2023
PORSCHE,CAYMAN,17,99,8/2/2023
JAGUAR,F-TYPE,8,57,8/2/2023
GM,CORVETTE,7,43,8/2/2023
MCLAREN,ARTURA,1,31,8/2/2023
VW,T_CROSS,5452,46038,8/2/2023
GM,TRACKER,6372,40773,8/2/2023
HYUNDAI,CRETA,5195,40457,8/2/2023
JEEP,COMPASS,5315,40369,8/2/2023
JEEP,RENEGADE,5044,32917,8/2/2023
VW,NIVUS,4936,32310,8/2/2023
HONDA,HR-V,5775,31299,8/2/2023
NISSAN,KICKS,4136,30950,8/2/2023
FIAT,PULSE,3742,29180,8/2/2023
TOYOTA,COROLLA_CROSS,3247,28359,8/2/2023
FIAT,FASTBACK,4308,25438,8/2/2023
RENAULT,DUSTER,1973,14547,8/2/2023
JEEP,COMMANDER,1922,13834,8/2/2023
TOYOTA,HILUX_SW4,1491,9623,8/2/2023
VW,TAOS,1481,9113,8/2/2023
CAOA_CHERY,TIGGO_5X,968,5966,8/2/2023
CAOA_CHERY,TIGGO_8,1290,5905,8/2/2023
GWM,HAVAL_H6,1452,4567,8/2/2023
CAOA_CHERY,TIGGO_7,693,3926,8/2/2023
VOLVO,XC60,412,3015,8/2/2023
GM,EQUINOX,328,2555,8/2/2023
CITROEN,C4_CACTUS,428,2486,8/2/2023
BMW,X1,385,2376,8/2/2023
BYD,SONG_PLUS,762,2303,8/2/2023
MITSUBISHI,ECLIPSE_CROSS,366,2048,8/2/2023
MITSUBISHI,PAJERO,207,1291,8/2/2023
PORSCHE,CAYENNE,100,1280,8/2/2023
AUDI,Q5,129,1219,8/2/2023
PEUGEOT,2008,146,1219,8/2/2023
GM,TRAILBLAZER,109,1108,8/2/2023
VOLVO,XC40,62,1071,8/2/2023
LAND_ROVER,DISCOVERY,202,1052,8/2/2023
AUDI,Q3,142,977,8/2/2023
PORSCHE,MACAN,110,940,8/2/2023
VOLVO,XC90,127,780,8/2/2023
FORD,TERRITORY,126,760,8/2/2023
LAND_ROVER,DEFENDER,97,742,8/2/2023
BMW,X4,140,698,8/2/2023
MBENZ,CLASSE_GLB,61,697,8/2/2023
KIA,STONIC,55,668,8/2/2023
FIAT,MOBI,8037,59666,10/2/2023
RENAULT,KWID,6394,49241,10/2/2023
VW,GOL,22,6153,10/2/2023
VW,FUSCA,10,76,10/2/2023
FIAT,UNO,2,31,10/2/2023
FIAT,PALIO,1,8,10/2/2023
VW,UP,0,6,10/2/2023
GM,CHEVETTE,2,5,10/2/2023
FIAT,147,0,2,10/2/2023
VW,POLO,11123,83050,10/2/2023
GM,ONIX,10657,81403,10/2/2023
HYUNDAI,HB20,7421,69221,10/2/2023
FIAT,ARGO,5257,56166,10/2/2023
PEUGEOT,208,2832,23084,10/2/2023
CITROEN,C3,2714,21252,10/2/2023
TOYOTA,YARIS_HB,1862,19173,10/2/2023
HONDA,CITY_HATCH,684,9327,10/2/2023
RENAULT,SANDERO,443,6578,10/2/2023
BYD,DOLPHIN,1366,2868,10/2/2023
MINI,COOPER,94,632,10/2/2023
JAC,E-JS1,24,372,10/2/2023
GM,CRUZE_HB,38,340,10/2/2023
AUDI,A3,45,324,10/2/2023
NISSAN,LEAF,2,219,10/2/2023
MBENZ,CLASSE_A,5,54,10/2/2023
TOYOTA,COROLLA_GR,14,54,10/2/2023
HONDA,CIVIC_TYPE-R,9,45,10/2/2023
FIAT,CRONOS,4929,38852,10/2/2023
HYUNDAI,HB20S,3442,23901,10/2/2023
RENAULT,LOGAN,177,3794,10/2/2023
VW,VOYAGE,2,2074,10/2/2023
FIAT,SIENA,3,21,10/2/2023
TOYOTA,ETIOS_SEDAN,0,4,10/2/2023
FORD,KA_SEDAN,0,3,10/2/2023
GM,PRISMA,0,3,10/2/2023
CAOA_CHERY,CELER_SEDAN,0,2,10/2/2023
DODGE,CHARGER,0,1,10/2/2023
GM,ONIX_PLUS,7114,63093,10/2/2023
VW,VIRTUS,2910,21034,10/2/2023
TOYOTA,YARIS_SEDAN,2426,16136,10/2/2023
HONDA,CITY,751,10024,10/2/2023
NISSAN,VERSA,767,7062,10/2/2023
FORD,CORCEL,0,10,10/2/2023
TOYOTA,COROLLA,3996,35305,10/2/2023
NISSAN,SENTRA,490,3436,10/2/2023
VW,JETTA,313,1672,10/2/2023
GM,CRUZE_SEDAN,121,997,10/2/2023
CAOA_CHERY,ARRIZO_6,100,896,10/2/2023
AUDI,A3_SEDAN,70,565,10/2/2023
AUDI,A5,58,460,10/2/2023
HONDA,CIVIC,33,443,10/2/2023
HYUNDAI,IONIQ,27,228,10/2/2023
BYD,SEAL,11,102,10/2/2023
BMW,420I,15,90,10/2/2023
MBENZ,CLA45,3,81,10/2/2023
JAC,E-J7,2,78,10/2/2023
BMW,218I,3,65,10/2/2023
MBENZ,CLA35,0,46,10/2/2023
KIA,CERATO,0,16,10/2/2023
TESLA,MODEL_3,1,16,10/2/2023
MBENZ,CLASSE_A,1,6,10/2/2023
GM,IMPALA,1,2,10/2/2023
VW,SANTANA,1,2,10/2/2023
RENAULT,FLUENCE,0,1,10/2/2023
BMW,320I,310,3728,10/2/2023
MBENZ,CLASSE_C,63,653,10/2/2023
BMW,330E,45,533,10/2/2023
PORSCHE,PANAMERA,63,375,10/2/2023
AUDI,A4,14,271,10/2/2023
MBENZ,CLA250,3,221,10/2/2023
BMW,I4,10,131,10/2/2023
BMW,530E,7,78,10/2/2023
BYD,HAN,4,70,10/2/2023
LEXUS,ES300,4,66,10/2/2023
AUDI,E_TRON_GT,6,42,10/2/2023
HONDA,ACCORD,33,42,10/2/2023
VW,PARATI,0,2,10/2/2023
VW,SPACE_FOX,0,1,10/2/2023
AUDI,RS6_AVANT,4,32,10/2/2023
GM,CARAVAN,0,1,10/2/2023
VW,QUANTUM,0,1,10/2/2023
GM,BOLT,1,44,10/2/2023
FIAT,DOBLO,0,3,10/2/2023
HONDA,FIT,2,3,10/2/2023
NISSAN,LIVINA,0,1,10/2/2023
RENAULT,KANGOO,1,1,10/2/2023
GM,SPIN,2051,16871,10/2/2023
BYD,D1,0,318,10/2/2023
KIA,CARNIVAL,0,23,10/2/2023
CHRYSLER,PACIFICA,4,15,10/2/2023
PORSCHE,911,132,830,10/2/2023
FORD,MUSTANG,21,320,10/2/2023
PORSCHE,TAYCAN,26,247,10/2/2023
PORSCHE,BOXSTER,41,243,10/2/2023
BMW,M3,17,242,10/2/2023
PORSCHE,CAYMAN,44,184,10/2/2023
JAGUAR,F-TYPE,18,83,10/2/2023
GM,CORVETTE,7,59,10/2/2023
DODGE,CHALLENGER,3,36,10/2/2023
VW,T_CROSS,6724,58125,10/2/2023
GM,TRACKER,6669,53979,10/2/2023
HYUNDAI,CRETA,5354,50252,10/2/2023
JEEP,COMPASS,4640,49422,10/2/2023
VW,NIVUS,4957,42037,10/2/2023
NISSAN,KICKS,6115,41770,10/2/2023
HONDA,HR-V,4049,39929,10/2/2023
JEEP,RENEGADE,3249,39922,10/2/2023
FIAT,PULSE,4157,36552,10/2/2023
TOYOTA,COROLLA_CROSS,3682,35037,10/2/2023
FIAT,FASTBACK,3640,32745,10/2/2023
RENAULT,DUSTER,2891,20036,10/2/2023
JEEP,COMMANDER,1577,16954,10/2/2023
TOYOTA,HILUX_SW4,1548,12541,10/2/2023
VW,TAOS,1865,12363,10/2/2023
CAOA_CHERY,TIGGO_5X,2483,9742,10/2/2023
CAOA_CHERY,TIGGO_8,678,7333,10/2/2023
GWM,HAVAL_H6,1450,7324,10/2/2023
CAOA_CHERY,TIGGO_7,510,5073,10/2/2023
BYD,SONG_PLUS,1100,4266,10/2/2023
VOLVO,XC60,323,3609,10/2/2023
GM,EQUINOX,425,3357,10/2/2023
CITROEN,C4_CACTUS,332,3182,10/2/2023
BMW,X1,418,3161,10/2/2023
MITSUBISHI,ECLIPSE_CROSS,464,2795,10/2/2023
MITSUBISHI,PAJERO,185,1667,10/2/2023
AUDI,Q5,246,1665,10/2/2023
PEUGEOT,2008,131,1505,10/2/2023
GM,TRAILBLAZER,217,1433,10/2/2023
PORSCHE,CAYENNE,48,1395,10/2/2023
LAND_ROVER,DISCOVERY,96,1351,10/2/2023
AUDI,Q3,140,1281,10/2/2023
VOLVO,XC40,133,1279,10/2/2023
PORSCHE,MACAN,84,1107,10/2/2023
FORD,TERRITORY,175,1082,10/2/2023
BYD,YUAN_PLUS,215,995,10/2/2023
VOLVO,XC90,72,939,10/2/2023
BMW,X4,93,902,10/2/2023
LAND_ROVER,DEFENDER,75,889,10/2/2023
KIA,SPORTAGE,114,864,10/2/2023
FIAT,MOBI,6367,66033,11/2/2023
RENAULT,KWID,5972,55213,11/2/2023
VW,GOL,14,6167,11/2/2023
VW,FUSCA,9,85,11/2/2023
FIAT,UNO,4,35,11/2/2023
FIAT,PALIO,2,10,11/2/2023
VW,UP,0,6,11/2/2023
GM,CHEVETTE,0,5,11/2/2023
FIAT,147,0,2,11/2/2023
VW,POLO,10197,93246,11/2/2023
GM,ONIX,9802,91204,11/2/2023
HYUNDAI,HB20,10057,79278,11/2/2023
FIAT,ARGO,5335,61500,11/2/2023
PEUGEOT,208,2910,25994,11/2/2023
CITROEN,C3,3307,24559,11/2/2023
TOYOTA,YARIS_HB,1405,20577,11/2/2023
HONDA,CITY_HATCH,662,9989,11/2/2023
RENAULT,SANDERO,524,7102,11/2/2023
BYD,DOLPHIN,1694,4561,11/2/2023
MINI,COOPER,90,722,11/2/2023
JAC,E-JS1,43,415,11/2/2023
GM,CRUZE_HB,40,380,11/2/2023
AUDI,A3,38,362,11/2/2023
NISSAN,LEAF,0,219,11/2/2023
TOYOTA,COROLLA_GR,7,61,11/2/2023
MBENZ,CLASSE_A,3,57,11/2/2023
HONDA,CIVIC_TYPE-R,2,47,11/2/2023
FIAT,CRONOS,5572,44423,11/2/2023
HYUNDAI,HB20S,3345,27246,11/2/2023
RENAULT,LOGAN,350,4144,11/2/2023
VW,VOYAGE,0,2074,11/2/2023
FIAT,SIENA,2,23,11/2/2023
GM,PRISMA,1,4,11/2/2023
TOYOTA,ETIOS_SEDAN,0,4,11/2/2023
FORD,KA_SEDAN,0,3,11/2/2023
CAOA_CHERY,CELER_SEDAN,0,2,11/2/2023
DODGE,CHARGER,0,1,11/2/2023
GM,ONIX_PLUS,5423,68516,11/2/2023
VW,VIRTUS,2431,23465,11/2/2023
TOYOTA,YARIS_SEDAN,1734,17870,11/2/2023
HONDA,CITY,887,10911,11/2/2023
NISSAN,VERSA,772,7834,11/2/2023
FORD,CORCEL,0,10,11/2/2023
TOYOTA,COROLLA,3571,38876,11/2/2023
NISSAN,SENTRA,326,3762,11/2/2023
VW,JETTA,280,1952,11/2/2023
GM,CRUZE_SEDAN,106,1103,11/2/2023
