marca,modelo,emplacados,acumulado_anual,data
CAOA_CHERY,TIGGO_8,901,4615,2023-07-2
CAOA_CHERY,TIGGO_7,555,3234,2023-07-2
GWM,HAVAL_H6,953,3115,2023-07-2
VOLVO,XC60,395,2603,2023-07-2
GM,EQUINOX,335,2227,2023-07-2
CITROEN,C4_CACTUS,227,2058,2023-07-2
BMW,X1,390,1991,2023-07-2
MITSUBISHI,ECLIPSE_CROSS,264,1682,2023-07-2
BYD,SONG_PLUS,445,1541,2023-07-2
PORSCHE,CAYENNE,190,1180,2023-07-2
AUDI,Q5,116,1090,2023-07-2
MITSUBISHI,PAJERO,227,1084,2023-07-2
PEUGEOT,2008,191,1073,2023-07-2
VOLVO,XC40,106,1009,2023-07-2
GM,TRAILBLAZER,123,999,2023-07-2
LAND_ROVER,DISCOVERY,155,850,2023-07-2
AUDI,Q3,137,834,2023-07-2
PORSCHE,MACAN,78,830,2023-07-2
VOLVO,XC90,65,653,2023-07-2
LAND_ROVER,DEFENDER,121,645,2023-07-2
MBENZ,CLASSE_GLB,77,636,2023-07-2
FORD,TERRITORY,57,634,2023-07-2
KIA,STONIC,92,613,2023-07-2
LAND_ROVER,RANGE_ROVER,78,592,2023-07-2
