marca,modelo,emplacados,acumulado_anual,data
VW,GOL,11925,35531,2022-07-2
FIAT,MOBI,3493,34946,2022-07-2
RENAULT,KWID,4489,27537,2022-07-2
FIAT,UNO,6,750,2022-07-2
VW,FUSCA,4,35,2022-07-2
VW,UP,0,10,2022-07-2
TOYOTA,ETIOS_HB,3,5,2022-07-2
CAOA_CHERY,QQ,0,5,2022-07-2
FIAT,PALIO,1,3,2022-07-2
HYUNDAI,HB20,8156,50990,2022-07-2
GM,ONIX,8837,42687,2022-07-2
FIAT,ARGO,6103,28231,2022-07-2
PEUGEOT,208,2803,17884,2022-07-2
TOYOTA,YARIS_HB,2208,14200,2022-07-2
HONDA,CITY_HATCH,1609,8949,2022-07-2
RENAULT,SANDERO,897,5601,2022-07-2
VW,POLO,177,2195,2022-07-2
MINI,COOPER,36,411,2022-07-2
JAC,E-JS1,88,405,2022-07-2
RENAULT,ZOE,7,197,2022-07-2
FIAT,500E,16,180,2022-07-2
GM,CRUZE_HB,150,919,2022-07-2
NISSAN,LEAF,9,217,2022-07-2
AUDI,A3,11,146,2022-07-2
BMW,I3,10,62,2022-07-2
MBENZ,CLASSE_A,3,29,2022-07-2
MBENZ,A45_AMG,1,24,2022-07-2
FIAT,CRONOS,3829,19969,2022-07-2
HYUNDAI,HB20S,958,16414,2022-07-2
VW,VOYAGE,4776,12980,2022-07-2
RENAULT,LOGAN,1333,5988,2022-07-2
FIAT,SIENA,59,4079,2022-07-2
GM,PRISMA,1,8,2022-07-2
NISSAN,VERSA,0,5,2022-07-2
FORD,KA_SEDAN,0,4,2022-07-2
TOYOTA,ETIOS_SEDAN,0,4,2022-07-2
GM,CLASSIC,1,2,2022-07-2
GM,ONIX_PLUS,8135,35075,2022-07-2
HONDA,CITY,2342,14699,2022-07-2
TOYOTA,YARIS_SEDAN,1350,8174,2022-07-2
NISSAN,VERSA,339,4505,2022-07-2
VW,VIRTUS,381,3168,2022-07-2
GM,COBALT,1,22,2022-07-2
TOYOTA,COROLLA,4035,24871,2022-07-2
GM,CRUZE_SEDAN,1049,5884,2022-07-2
HONDA,CIVIC,11,1981,2022-07-2
CAOA_CHERY,ARRIZO_6,65,1145,2022-07-2
VW,JETTA,106,370,2022-07-2
AUDI,A3_SEDAN,28,325,2022-07-2
KIA,CERATO,23,269,2022-07-2
AUDI,A5,31,154,2022-07-2
MBENZ,CLA35,9,55,2022-07-2
