marca,modelo,emplacados,acumulado_anual,data
BMW,420I,19,50,2022-07-2
MBENZ,CLA45,11,39,2022-07-2
MBENZ,CLASSE_A,6,37,2022-07-2
JAC,E-J7,0,17,2022-07-2
BMW,218I,4,13,2022-07-2
BMW,M440I,0,9,2022-07-2
BMW,M235I,0,7,2022-07-2
CITROEN,C4L,0,7,2022-07-2
MBENZ,CLASSE_C,0,2,2022-07-2
BMW,430I,0,1,2022-07-2
FORD,DEL_REY,0,1,2022-07-2
FORD,FUSION,1,1,2022-07-2
BMW,320I,279,2550,2022-07-2
MBENZ,CLASSE_C,21,634,2022-07-2
MBENZ,CLA250,64,279,2022-07-2
BMW,330E,55,245,2022-07-2
PORSCHE,PANAMERA,42,131,2022-07-2
AUDI,A4,18,79,2022-07-2
BMW,530E,14,55,2022-07-2
MBENZ,CLASSE_E,3,34,2022-07-2
BMW,M340I,1,28,2022-07-2
AUDI,E_TRON_GT,2,27,2022-07-2
TESLA,MODEL_S,2,20,2022-07-2
HONDA,ACCORD,2,18,2022-07-2
FIAT,PALIO_WEEKEND,0,2,2022-07-2
FORD,BELINA,1,2,2022-07-2
VW,SPACE_FOX,0,2,2022-07-2
AUDI,RS6_AVANT,3,16,2022-07-2
AUDI,RS4_AVANT,0,4,2022-07-2
GM,CARAVAN,0,1,2022-07-2
FIAT,DOBLO,1,312,2022-07-2
HONDA,FIT,0,230,2022-07-2
FIAT,IDEA,0,1,2022-07-2
GM,BOLT,0,1,2022-07-2
GM,SPIN,1266,8167,2022-07-2
KIA,CARNIVAL,25,231,2022-07-2
CHRYSLER,PACIFICA,1,8,2022-07-2
TOYOTA,SIENNA,0,5,2022-07-2
PORSCHE,911,48,299,2022-07-2
PORSCHE,TAYCAN,41,188,2022-07-2
FORD,MUSTANG,26,158,2022-07-2
BMW,M3,22,92,2022-07-2
PORSCHE,BOXSTER,4,80,2022-07-2
GM,CORVETTE,7,51,2022-07-2
PORSCHE,CAYMAN,1,39,2022-07-2
GM,CAMARO,7,36,2022-07-2
JAGUAR,F-TYPE,2,24,2022-07-2
VW,T_CROSS,3535,36404,2022-07-2
JEEP,COMPASS,4402,35429,2022-07-2
HYUNDAI,CRETA,5125,34378,2022-07-2
GM,TRACKER,5998,32964,2022-07-2
FIAT,PULSE,5300,29335,2022-07-2
JEEP,RENEGADE,4264,29141,2022-07-2
TOYOTA,COROLLA_CROSS,3614,25880,2022-07-2
NISSAN,KICKS,5221,22308,2022-07-2
VW,NIVUS,2995,19669,2022-07-2
RENAULT,DUSTER,2039,11576,2022-07-2
CITROEN,C4_CACTUS,798,11416,2022-07-2
JEEP,COMMANDER,1483,11140,2022-07-2
TOYOTA,HILUX_SW4,1271,7971,2022-07-2
CAOA_CHERY,TIGGO_5X,741,5892,2022-07-2
CAOA_CHERY,TIGGO_8,665,5188,2022-07-2
CAOA_CHERY,TIGGO_7,556,5036,2022-07-2
VW,TAOS,1119,5018,2022-07-2
PEUGEOT,2008,227,4156,2022-07-2
CAOA_CHERY,TIGGO_3X,68,3480,2022-07-2
HONDA,HR-V,9,3257,2022-07-2
RENAULT,CAPTUR,180,2626,2022-07-2
BMW,X1,406,2384,2022-07-2
HYUNDAI,TUCSON,26,2105,2022-07-2
MITSUBISHI,ECLIPSE_CROSS,315,1877,2022-07-2
MITSUBISHI,PAJERO,77,1299,2022-07-2
GM,TRAILBLAZER,86,1266,2022-07-2
VOLVO,XC60,101,1102,2022-07-2
MITSUBISHI,Outlander,47,1035,2022-07-2
FORD,BRONCO,162,949,2022-07-2
LAND_ROVER,DISCOVERY,149,858,2022-07-2
BMW,X3,172,849,2022-07-2
VOLVO,XC40,75,842,2022-07-2
AUDI,Q5,130,809,2022-07-2
HONDA,WR-V,1,711,2022-07-2
MBENZ,CLASSE_GLB,6,681,2022-07-2
BMW,X5,145,664,2022-07-2
FORD,TERRITORY,67,640,2022-07-2
PORSCHE,MACAN,73,617,2022-07-2
BMW,X4,87,594,2022-07-2
TOYOTA,RAV4,131,548,2022-07-2
