marca,modelo,emplacados,acumulado_anual,data
BMW,M3,9,268,2023-12-2
PORSCHE,CAYMAN,17,221,2023-12-2
JAGUAR,F-TYPE,5,98,2023-12-2
BMW,M2,17,63,2023-12-2
GM,CORVETTE,4,59,2023-12-2
VW,T_CROSS,7792,72440,2023-12-2
GM,TRACKER,6769,66643,2023-12-2
HYUNDAI,CRETA,8579,65817,2023-12-2
JEEP,COMPASS,3937,59106,2023-12-2
VW,NIVUS,5646,52103,2023-12-2
NISSAN,KICKS,4820,50778,2023-12-2
HONDA,HR-V,4201,48054,2023-12-2
JEEP,RENEGADE,3234,47389,2023-12-2
FIAT,PULSE,4537,45808,2023-12-2
TOYOTA,COROLLA_CROSS,4389,42070,2023-12-2
FIAT,FASTBACK,3949,40402,2023-12-2
RENAULT,DUSTER,3175,26506,2023-12-2
JEEP,COMMANDER,1185,19874,2023-12-2
TOYOTA,HILUX_SW4,1922,16006,2023-12-2
VW,TAOS,1761,15986,2023-12-2
CAOA_CHERY,TIGGO_5X,2225,14400,2023-12-2
GWM,HAVAL_H6,2085,10704,2023-12-2
CAOA_CHERY,TIGGO_8,1155,9545,2023-12-2
BYD,SONG_PLUS,1883,7669,2023-12-2
CAOA_CHERY,TIGGO_7,676,6349,2023-12-2
VOLVO,XC60,499,4335,2023-12-2
GM,EQUINOX,360,4067,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,655,3989,2023-12-2
BMW,X1,440,3983,2023-12-2
CITROEN,C4_CACTUS,260,3674,2023-12-2
AUDI,Q5,317,2175,2023-12-2
MITSUBISHI,PAJERO,240,2070,2023-12-2
VOLVO,XC40,316,1802,2023-12-2
BYD,YUAN_PLUS,475,1756,2023-12-2
PEUGEOT,2008,114,1728,2023-12-2
AUDI,Q3,241,1727,2023-12-2
LAND_ROVER,DISCOVERY,243,1714,2023-12-2
GM,TRAILBLAZER,89,1659,2023-12-2
PORSCHE,CAYENNE,35,1465,2023-12-2
FORD,TERRITORY,198,1323,2023-12-2
PORSCHE,MACAN,103,1308,2023-12-2
BMW,X5,227,1267,2023-12-2
VOLVO,XC90,134,1203,2023-12-2
BMW,X4,137,1187,2023-12-2
FORD,BRONCO,141,1156,2023-12-2
