marca,modelo,emplacados,acumulado_anual,data
BMW,420I,15,90,2023-10-2
MBENZ,CLA45,3,81,2023-10-2
JAC,E-J7,2,78,2023-10-2
BMW,218I,3,65,2023-10-2
MBENZ,CLA35,0,46,2023-10-2
KIA,CERATO,0,16,2023-10-2
TESLA,MODEL_3,1,16,2023-10-2
MBENZ,CLASSE_A,1,6,2023-10-2
GM,IMPALA,1,2,2023-10-2
VW,SANTANA,1,2,2023-10-2
RENAULT,FLUENCE,0,1,2023-10-2
BMW,320I,310,3728,2023-10-2
MBENZ,CLASSE_C,63,653,2023-10-2
BMW,330E,45,533,2023-10-2
PORSCHE,PANAMERA,63,375,2023-10-2
AUDI,A4,14,271,2023-10-2
MBENZ,CLA250,3,221,2023-10-2
BMW,I4,10,131,2023-10-2
BMW,530E,7,78,2023-10-2
BYD,HAN,4,70,2023-10-2
LEXUS,ES300,4,66,2023-10-2
AUDI,E_TRON_GT,6,42,2023-10-2
HONDA,ACCORD,33,42,2023-10-2
VW,PARATI,0,2,2023-10-2
VW,SPACE_FOX,0,1,2023-10-2
AUDI,RS6_AVANT,4,32,2023-10-2
GM,CARAVAN,0,1,2023-10-2
VW,QUANTUM,0,1,2023-10-2
GM,BOLT,1,44,2023-10-2
FIAT,DOBLO,0,3,2023-10-2
HONDA,FIT,2,3,2023-10-2
NISSAN,LIVINA,0,1,2023-10-2
RENAULT,KANGOO,1,1,2023-10-2
GM,SPIN,2051,16871,2023-10-2
BYD,D1,0,318,2023-10-2
KIA,CARNIVAL,0,23,2023-10-2
CHRYSLER,PACIFICA,4,15,2023-10-2
PORSCHE,911,132,830,2023-10-2
FORD,MUSTANG,21,320,2023-10-2
PORSCHE,TAYCAN,26,247,2023-10-2
PORSCHE,BOXSTER,41,243,2023-10-2
BMW,M3,17,242,2023-10-2
PORSCHE,CAYMAN,44,184,2023-10-2
JAGUAR,F-TYPE,18,83,2023-10-2
GM,CORVETTE,7,59,2023-10-2
DODGE,CHALLENGER,3,36,2023-10-2
VW,T_CROSS,6724,58125,2023-10-2
GM,TRACKER,6669,53979,2023-10-2
HYUNDAI,CRETA,5354,50252,2023-10-2
JEEP,COMPASS,4640,49422,2023-10-2
VW,NIVUS,4957,42037,2023-10-2
NISSAN,KICKS,6115,41770,2023-10-2
HONDA,HR-V,4049,39929,2023-10-2
JEEP,RENEGADE,3249,39922,2023-10-2
FIAT,PULSE,4157,36552,2023-10-2
TOYOTA,COROLLA_CROSS,3682,35037,2023-10-2
FIAT,FASTBACK,3640,32745,2023-10-2
RENAULT,DUSTER,2891,20036,2023-10-2
JEEP,COMMANDER,1577,16954,2023-10-2
TOYOTA,HILUX_SW4,1548,12541,2023-10-2
VW,TAOS,1865,12363,2023-10-2
CAOA_CHERY,TIGGO_5X,2483,9742,2023-10-2
CAOA_CHERY,TIGGO_8,678,7333,2023-10-2
GWM,HAVAL_H6,1450,7324,2023-10-2
CAOA_CHERY,TIGGO_7,510,5073,2023-10-2
BYD,SONG_PLUS,1100,4266,2023-10-2
VOLVO,XC60,323,3609,2023-10-2
GM,EQUINOX,425,3357,2023-10-2
CITROEN,C4_CACTUS,332,3182,2023-10-2
BMW,X1,418,3161,2023-10-2
MITSUBISHI,ECLIPSE_CROSS,464,2795,2023-10-2
MITSUBISHI,PAJERO,185,1667,2023-10-2
AUDI,Q5,246,1665,2023-10-2
PEUGEOT,2008,131,1505,2023-10-2
GM,TRAILBLAZER,217,1433,2023-10-2
PORSCHE,CAYENNE,48,1395,2023-10-2
LAND_ROVER,DISCOVERY,96,1351,2023-10-2
AUDI,Q3,140,1281,2023-10-2
VOLVO,XC40,133,1279,2023-10-2
PORSCHE,MACAN,84,1107,2023-10-2
FORD,TERRITORY,175,1082,2023-10-2
BYD,YUAN_PLUS,215,995,2023-10-2
VOLVO,XC90,72,939,2023-10-2
BMW,X4,93,902,2023-10-2
LAND_ROVER,DEFENDER,75,889,2023-10-2
KIA,SPORTAGE,114,864,2023-10-2
