marca,modelo,emplacados,acumulado_anual,data
TOYOTA,SIENNA,1,1,2022-01-2
FORD,MUSTANG,48,48,2022-01-2
PORSCHE,TAYCAN,21,21,2022-01-2
PORSCHE,911,16,16,2022-01-2
PORSCHE,BOXSTER,10,10,2022-01-2
PORSCHE,CAYMAN,8,8,2022-01-2
BMW,M3,5,5,2022-01-2
GM,CORVETTE,5,5,2022-01-2
AUDI,TT,3,3,2022-01-2
MBENZ,AMG_GT_BS,3,3,2022-01-2
JEEP,RENEGADE,4999,4999,2022-01-2
JEEP,COMPASS,4905,4905,2022-01-2
HYUNDAI,CRETA,4175,4175,2022-01-2
VW,T_CROSS,3761,3761,2022-01-2
FIAT,PULSE,3192,3192,2022-01-2
TOYOTA,COROLLA_CROSS,2478,2478,2022-01-2
GM,TRACKER,2376,2376,2022-01-2
CITROEN,C4_CACTUS,2283,2283,2022-01-2
HONDA,HR-V,1792,1792,2022-01-2
NISSAN,KICKS,1682,1682,2022-01-2
PEUGEOT,2008,1631,1631,2022-01-2
RENAULT,DUSTER,1445,1445,2022-01-2
JEEP,COMMANDER,1437,1437,2022-01-2
VW,NIVUS,1384,1384,2022-01-2
CAOA_CHERY,TIGGO_3X,1023,1023,2022-01-2
VW,TAOS,946,946,2022-01-2
TOYOTA,HILUX_SW4,889,889,2022-01-2
CAOA_CHERY,TIGGO_8,670,670,2022-01-2
HONDA,WR-V,600,600,2022-01-2
CAOA_CHERY,TIGGO_5X,598,598,2022-01-2
RENAULT,CAPTUR,567,567,2022-01-2
CAOA_CHERY,TIGGO_7,512,512,2022-01-2
GM,TRAILBLAZER,347,347,2022-01-2
HYUNDAI,TUCSON,220,220,2022-01-2
MBENZ,CLASSE_GLB,219,219,2022-01-2
VOLVO,XC40,219,219,2022-01-2
VOLVO,XC60,198,198,2022-01-2
MITSUBISHI,Outlander,184,184,2022-01-2
AUDI,Q5,166,166,2022-01-2
MITSUBISHI,ECLIPSE_CROSS,139,139,2022-01-2
BMW,X1,136,136,2022-01-2
FORD,TERRITORY,119,119,2022-01-2
LAND_ROVER,DISCOVERY,92,92,2022-01-2
LAND_ROVER,DEFENDER,88,88,2022-01-2
AUDI,Q3,86,86,2022-01-2
MITSUBISHI,PAJERO,78,78,2022-01-2
SUBARU,XV,76,76,2022-01-2
BMW,X5,74,74,2022-01-2
BMW,X3,71,71,2022-01-2
FORD,BRONCO,71,71,2022-01-2
