marca,modelo,emplacados,acumulado_anual,data
BMW,M340I,1,29,2022-11-2
LEXUS,ES300,4,25,2022-11-2
TESLA,MODEL_S,0,25,2022-11-2
FIAT,PALIO_WEEKEND,0,3,2022-11-2
FORD,BELINA,0,2,2022-11-2
VW,SPACE_FOX,0,2,2022-11-2
VW,PARATI,0,1,2022-11-2
AUDI,RS6_AVANT,1,26,2022-11-2
AUDI,RS4_AVANT,0,4,2022-11-2
GM,CARAVAN,0,1,2022-11-2
FIAT,DOBLO,0,314,2022-11-2
HONDA,FIT,0,231,2022-11-2
GM,BOLT,0,8,2022-11-2
FIAT,IDEA,0,1,2022-11-2
GM,SPIN,1903,15383,2022-11-2
KIA,CARNIVAL,19,330,2022-11-2
BYD,D1,0,13,2022-11-2
CHRYSLER,PACIFICA,0,12,2022-11-2
PORSCHE,911,48,564,2022-11-2
FORD,MUSTANG,18,320,2022-11-2
PORSCHE,TAYCAN,7,233,2022-11-2
BMW,M3,8,148,2022-11-2
PORSCHE,BOXSTER,0,82,2022-11-2
GM,CORVETTE,5,78,2022-11-2
JAGUAR,F-TYPE,6,61,2022-11-2
GM,CAMARO,1,50,2022-11-2
PORSCHE,CAYMAN,1,41,2022-11-2
GM,TRACKER,7231,62524,2022-11-2
VW,T_CROSS,5174,59161,2022-11-2
JEEP,COMPASS,6409,57474,2022-11-2
HYUNDAI,CRETA,5269,56080,2022-11-2
FIAT,PULSE,3685,46499,2022-11-2
JEEP,RENEGADE,4474,45981,2022-11-2
TOYOTA,COROLLA_CROSS,3402,38612,2022-11-2
NISSAN,KICKS,2607,35316,2022-11-2
VW,NIVUS,4859,34707,2022-11-2
RENAULT,DUSTER,2245,20422,2022-11-2
JEEP,COMMANDER,2422,20074,2022-11-2
CITROEN,C4_CACTUS,1004,17692,2022-11-2
TOYOTA,HILUX_SW4,1522,12339,2022-11-2
HONDA,HR-V,2904,12206,2022-11-2
VW,TAOS,1149,10242,2022-11-2
CAOA_CHERY,TIGGO_8,776,9724,2022-11-2
CAOA_CHERY,TIGGO_5X,1177,8965,2022-11-2
CAOA_CHERY,TIGGO_7,672,7996,2022-11-2
FIAT,FASTBACK,3190,6480,2022-11-2
PEUGEOT,2008,210,4936,2022-11-2
CAOA_CHERY,TIGGO_3X,37,3616,2022-11-2
BMW,X1,74,3451,2022-11-2
MITSUBISHI,ECLIPSE_CROSS,476,3441,2022-11-2
RENAULT,CAPTUR,49,2932,2022-11-2
GM,TRAILBLAZER,337,2914,2022-11-2
HYUNDAI,TUCSON,20,2218,2022-11-2
MITSUBISHI,PAJERO,186,1607,2022-11-2
VOLVO,XC40,257,1606,2022-11-2
VOLVO,XC60,109,1570,2022-11-2
FORD,BRONCO,145,1489,2022-11-2
GM,EQUINOX,288,1412,2022-11-2
AUDI,Q5,97,1356,2022-11-2
AUDI,Q3,213,1354,2022-11-2
LAND_ROVER,DISCOVERY,54,1335,2022-11-2
MITSUBISHI,Outlander,1,1079,2022-11-2
BMW,X3,40,1078,2022-11-2
PORSCHE,MACAN,73,997,2022-11-2
TOYOTA,RAV4,109,973,2022-11-2
BMW,X5,10,960,2022-11-2
FORD,TERRITORY,54,926,2022-11-2
