marca,modelo,emplacados,acumulado_anual,data,year,month
FORD,CORCEL,1,6,2023-06-02,2023,6
NISSAN,VERSA,842,3571,2023-06-02,2023,6
TOYOTA,YARIS_SEDAN,1294,6057,2023-06-02,2023,6
HONDA,CITY,1060,6597,2023-06-02,2023,6
VW,VIRTUS,2188,9689,2023-06-02,2023,6
GM,ONIX_PLUS,6419,35726,2023-06-02,2023,6
JAC,E-J7,44,65,2023-06-02,2023,6
LAND_ROVER,RANGE_ROVER,100,514,2023-06-02,2023,6
VW,FUSCA,2,46,2023-06-02,2023,6
FIAT,UNO,3,20,2023-06-02,2023,6
FIAT,MOBI,6895,30442,2023-06-02,2023,6
RENAULT,KWID,5933,26646,2023-06-02,2023,6
BMW,M3,18,186,2023-07-02,2023,7
PORSCHE,TAYCAN,23,167,2023-07-02,2023,7
PORSCHE,BOXSTER,14,127,2023-07-02,2023,7
PORSCHE,CAYMAN,16,82,2023-07-02,2023,7
JAGUAR,F-TYPE,8,49,2023-07-02,2023,7
GM,CORVETTE,3,36,2023-07-02,2023,7
VW,T_CROSS,8553,40587,2023-07-02,2023,7
FORD,MUSTANG,25,243,2023-07-02,2023,7
HYUNDAI,CRETA,5314,35262,2023-07-02,2023,7
JEEP,COMPASS,4707,35056,2023-07-02,2023,7
GM,TRACKER,5438,34401,2023-07-02,2023,7
JEEP,RENEGADE,5556,27875,2023-07-02,2023,7
VW,NIVUS,6498,27375,2023-07-02,2023,7
MCLAREN,ARTURA,2,30,2023-07-02,2023,7
PORSCHE,911,51,463,2023-07-02,2023,7
CHRYSLER,PACIFICA,2,7,2023-07-02,2023,7
KIA,CARNIVAL,0,23,2023-07-02,2023,7
BYD,D1,143,163,2023-07-02,2023,7
GM,SPIN,2026,10617,2023-07-02,2023,7
NISSAN,LIVINA,0,1,2023-07-02,2023,7
FIAT,DOBLO,0,3,2023-07-02,2023,7
GM,BOLT,18,38,2023-07-02,2023,7
VW,QUANTUM,0,1,2023-07-02,2023,7
GM,CARAVAN,0,1,2023-07-02,2023,7
AUDI,RS6_AVANT,3,23,2023-07-02,2023,7
VW,SPACE_FOX,0,1,2023-07-02,2023,7
VW,PARATI,0,2,2023-07-02,2023,7
AUDI,E_TRON_GT,3,22,2023-07-02,2023,7
TOYOTA,CAMRY,1,31,2023-07-02,2023,7
LEXUS,ES300,10,47,2023-07-02,2023,7
NISSAN,KICKS,4752,26814,2023-07-02,2023,7
HONDA,HR-V,4983,25525,2023-07-02,2023,7
FIAT,PULSE,3994,25438,2023-07-02,2023,7
TOYOTA,COROLLA_CROSS,3630,25113,2023-07-02,2023,7
LAND_ROVER,RANGE_ROVER,78,592,2023-07-02,2023,7
KIA,STONIC,92,613,2023-07-02,2023,7
FORD,TERRITORY,57,634,2023-07-02,2023,7
MBENZ,CLASSE_GLB,77,636,2023-07-02,2023,7
LAND_ROVER,DEFENDER,121,645,2023-07-02,2023,7
VOLVO,XC90,65,653,2023-07-02,2023,7
PORSCHE,MACAN,78,830,2023-07-02,2023,7
AUDI,Q3,137,834,2023-07-02,2023,7
LAND_ROVER,DISCOVERY,155,850,2023-07-02,2023,7
GM,TRAILBLAZER,123,999,2023-07-02,2023,7
VOLVO,XC40,106,1009,2023-07-02,2023,7
PEUGEOT,2008,191,1073,2023-07-02,2023,7
MITSUBISHI,PAJERO,227,1084,2023-07-02,2023,7
AUDI,Q5,116,1090,2023-07-02,2023,7
BMW,530E,9,54,2023-07-02,2023,7
PORSCHE,CAYENNE,190,1180,2023-07-02,2023,7
MITSUBISHI,ECLIPSE_CROSS,264,1682,2023-07-02,2023,7
BMW,X1,390,1991,2023-07-02,2023,7
CITROEN,C4_CACTUS,227,2058,2023-07-02,2023,7
GM,EQUINOX,335,2227,2023-07-02,2023,7
VOLVO,XC60,395,2603,2023-07-02,2023,7
GWM,HAVAL_H6,953,3115,2023-07-02,2023,7
CAOA_CHERY,TIGGO_7,555,3234,2023-07-02,2023,7
CAOA_CHERY,TIGGO_8,901,4615,2023-07-02,2023,7
CAOA_CHERY,TIGGO_5X,1201,4998,2023-07-02,2023,7
VW,TAOS,1203,7632,2023-07-02,2023,7
TOYOTA,HILUX_SW4,1261,8132,2023-07-02,2023,7
JEEP,COMMANDER,1408,11917,2023-07-02,2023,7
RENAULT,DUSTER,1801,12574,2023-07-02,2023,7
FIAT,FASTBACK,3635,21130,2023-07-02,2023,7
BYD,SONG_PLUS,445,1541,2023-07-02,2023,7
BYD,HAN,7,61,2023-07-02,2023,7
VW,UP,0,4,2023-07-02,2023,7
MBENZ,CLA250,16,201,2023-07-02,2023,7
TOYOTA,ETIOS_SEDAN,1,3,2023-07-02,2023,7
FIAT,SIENA,1,16,2023-07-02,2023,7
VW,VOYAGE,0,2068,2023-07-02,2023,7
RENAULT,LOGAN,1923,3289,2023-07-02,2023,7
HYUNDAI,HB20S,4811,14310,2023-07-02,2023,7
FIAT,CRONOS,5036,24231,2023-07-02,2023,7
TOYOTA,COROLLA_GR,17,17,2023-07-02,2023,7
BMW,118i,6,22,2023-07-02,2023,7
MBENZ,CLASSE_A,5,30,2023-07-02,2023,7
NISSAN,LEAF,7,168,2023-07-02,2023,7
AUDI,A3,48,224,2023-07-02,2023,7
GM,CRUZE_HB,33,238,2023-07-02,2023,7
BYD,DOLPHIN,80,97,2023-07-02,2023,7
JAC,E-JS1,39,260,2023-07-02,2023,7
MINI,COOPER,58,424,2023-07-02,2023,7
RENAULT,SANDERO,1348,4907,2023-07-02,2023,7
HONDA,CITY_HATCH,673,7313,2023-07-02,2023,7
FIAT,PALIO,1,5,2023-07-02,2023,7
FIAT,UNO,4,24,2023-07-02,2023,7
VW,FUSCA,5,51,2023-07-02,2023,7
VW,GOL,122,6053,2023-07-02,2023,7
RENAULT,KWID,6602,33248,2023-07-02,2023,7
FIAT,MOBI,8582,39024,2023-07-02,2023,7
GM,PRISMA,0,2,2023-07-02,2023,7
FIAT,147,0,1,2023-07-02,2023,7
VW,POLO,16471,54193,2023-07-02,2023,7
HYUNDAI,HB20,12126,46128,2023-07-02,2023,7
FIAT,ARGO,7159,39079,2023-07-02,2023,7
PEUGEOT,208,3104,14650,2023-07-02,2023,7
CITROEN,C3,3030,14368,2023-07-02,2023,7
TOYOTA,YARIS_HB,1609,13489,2023-07-02,2023,7
GM,ONIX,10260,54370,2023-07-02,2023,7
FORD,FIESTA_SEDAN,0,1,2023-07-02,2023,7
FORD,KA_SEDAN,0,1,2023-07-02,2023,7
GM,CLASSIC,0,1,2023-07-02,2023,7
MBENZ,CLA35,2,40,2023-07-02,2023,7
HYUNDAI,IONIQ,1,17,2023-07-02,2023,7
KIA,CERATO,1,15,2023-07-02,2023,7
TESLA,MODEL_3,3,11,2023-07-02,2023,7
BYD,SEAL,9,9,2023-07-02,2023,7
MBENZ,CLASSE_A,0,5,2023-07-02,2023,7
BMW,218I,4,54,2023-07-02,2023,7
GM,IMPALA,0,1,2023-07-02,2023,7
TOYOTA,PRIUS,0,1,2023-07-02,2023,7
BMW,320I,350,2643,2023-07-02,2023,7
MBENZ,CLASSE_C,93,399,2023-07-02,2023,7
BMW,330E,9,365,2023-07-02,2023,7
AUDI,A4,22,243,2023-07-02,2023,7
PORSCHE,PANAMERA,33,208,2023-07-02,2023,7
RENAULT,FLUENCE,0,1,2023-07-02,2023,7
GM,CHEVETTE,1,3,2023-07-02,2023,7
BMW,420I,11,60,2023-07-02,2023,7
JAC,E-J7,5,70,2023-07-02,2023,7
GM,ONIX_PLUS,6412,42138,2023-07-02,2023,7
VW,VIRTUS,2729,12418,2023-07-02,2023,7
TOYOTA,YARIS_SEDAN,2505,8562,2023-07-02,2023,7
HONDA,CITY,1060,7656,2023-07-02,2023,7
NISSAN,VERSA,1086,4657,2023-07-02,2023,7
FORD,CORCEL,2,8,2023-07-02,2023,7
MBENZ,CLA45,4,64,2023-07-02,2023,7
TOYOTA,COROLLA,3812,23664,2023-07-02,2023,7
VW,JETTA,162,806,2023-07-02,2023,7
GM,CRUZE_SEDAN,113,675,2023-07-02,2023,7
AUDI,A3_SEDAN,71,393,2023-07-02,2023,7
CAOA_CHERY,ARRIZO_6,58,390,2023-07-02,2023,7
HONDA,CIVIC,4,324,2023-07-02,2023,7
AUDI,A5,52,291,2023-07-02,2023,7
NISSAN,SENTRA,275,2228,2023-07-02,2023,7
BMW,I4,14,86,2023-07-02,2023,7
KIA,STONIC,55,668,2023-08-02,2023,8
FIAT,MOBI,6593,45616,2023-08-02,2023,8
HYUNDAI,CRETA,5195,40457,2023-08-02,2023,8
GM,TRACKER,6372,40773,2023-08-02,2023,8
VW,T_CROSS,5452,46038,2023-08-02,2023,8
MCLAREN,ARTURA,1,31,2023-08-02,2023,8
GM,CORVETTE,7,43,2023-08-02,2023,8
JAGUAR,F-TYPE,8,57,2023-08-02,2023,8
PORSCHE,CAYMAN,17,99,2023-08-02,2023,8
PORSCHE,BOXSTER,30,157,2023-08-02,2023,8
PORSCHE,TAYCAN,39,206,2023-08-02,2023,8
BMW,M3,24,210,2023-08-02,2023,8
FORD,MUSTANG,27,270,2023-08-02,2023,8
PORSCHE,911,109,572,2023-08-02,2023,8
CHRYSLER,PACIFICA,3,10,2023-08-02,2023,8
KIA,CARNIVAL,0,23,2023-08-02,2023,8
JEEP,COMPASS,5315,40369,2023-08-02,2023,8
BYD,D1,153,316,2023-08-02,2023,8
NISSAN,LIVINA,0,1,2023-08-02,2023,8
FIAT,DOBLO,0,3,2023-08-02,2023,8
GM,BOLT,3,41,2023-08-02,2023,8
VW,QUANTUM,0,1,2023-08-02,2023,8
GM,CARAVAN,0,1,2023-08-02,2023,8
AUDI,RS6_AVANT,4,27,2023-08-02,2023,8
VW,SPACE_FOX,0,1,2023-08-02,2023,8
VW,PARATI,0,2,2023-08-02,2023,8
AUDI,E_TRON_GT,4,26,2023-08-02,2023,8
TOYOTA,CAMRY,2,33,2023-08-02,2023,8
LEXUS,ES300,10,57,2023-08-02,2023,8
BYD,HAN,4,65,2023-08-02,2023,8
BMW,530E,12,66,2023-08-02,2023,8
BMW,I4,26,112,2023-08-02,2023,8
GM,SPIN,2341,12958,2023-08-02,2023,8
JEEP,RENEGADE,5044,32917,2023-08-02,2023,8
VW,NIVUS,4936,32310,2023-08-02,2023,8
HONDA,HR-V,5775,31299,2023-08-02,2023,8
MBENZ,CLASSE_GLB,61,697,2023-08-02,2023,8
BMW,X4,140,698,2023-08-02,2023,8
LAND_ROVER,DEFENDER,97,742,2023-08-02,2023,8
FORD,TERRITORY,126,760,2023-08-02,2023,8
VOLVO,XC90,127,780,2023-08-02,2023,8
PORSCHE,MACAN,110,940,2023-08-02,2023,8
AUDI,Q3,142,977,2023-08-02,2023,8
LAND_ROVER,DISCOVERY,202,1052,2023-08-02,2023,8
VOLVO,XC40,62,1071,2023-08-02,2023,8
GM,TRAILBLAZER,109,1108,2023-08-02,2023,8
PEUGEOT,2008,146,1219,2023-08-02,2023,8
AUDI,Q5,129,1219,2023-08-02,2023,8
PORSCHE,CAYENNE,100,1280,2023-08-02,2023,8
MITSUBISHI,PAJERO,207,1291,2023-08-02,2023,8
MITSUBISHI,ECLIPSE_CROSS,366,2048,2023-08-02,2023,8
BYD,SONG_PLUS,762,2303,2023-08-02,2023,8
BMW,X1,385,2376,2023-08-02,2023,8
NISSAN,KICKS,4136,30950,2023-08-02,2023,8
FIAT,PULSE,3742,29180,2023-08-02,2023,8
TOYOTA,COROLLA_CROSS,3247,28359,2023-08-02,2023,8
FIAT,FASTBACK,4308,25438,2023-08-02,2023,8
RENAULT,DUSTER,1973,14547,2023-08-02,2023,8
JEEP,COMMANDER,1922,13834,2023-08-02,2023,8
MBENZ,CLA250,12,213,2023-08-02,2023,8
VW,TAOS,1481,9113,2023-08-02,2023,8
CAOA_CHERY,TIGGO_8,1290,5905,2023-08-02,2023,8
GWM,HAVAL_H6,1452,4567,2023-08-02,2023,8
CAOA_CHERY,TIGGO_7,693,3926,2023-08-02,2023,8
VOLVO,XC60,412,3015,2023-08-02,2023,8
GM,EQUINOX,328,2555,2023-08-02,2023,8
CITROEN,C4_CACTUS,428,2486,2023-08-02,2023,8
CAOA_CHERY,TIGGO_5X,968,5966,2023-08-02,2023,8
AUDI,A4,9,252,2023-08-02,2023,8
TOYOTA,HILUX_SW4,1491,9623,2023-08-02,2023,8
BMW,330E,69,434,2023-08-02,2023,8
VW,VOYAGE,3,2071,2023-08-02,2023,8
RENAULT,LOGAN,88,3377,2023-08-02,2023,8
HYUNDAI,HB20S,2294,16604,2023-08-02,2023,8
FIAT,CRONOS,5093,29322,2023-08-02,2023,8
BMW,118i,6,28,2023-08-02,2023,8
TOYOTA,COROLLA_GR,15,32,2023-08-02,2023,8
MBENZ,CLASSE_A,10,40,2023-08-02,2023,8
NISSAN,LEAF,0,168,2023-08-02,2023,8
AUDI,A3,21,245,2023-08-02,2023,8
GM,CRUZE_HB,33,271,2023-08-02,2023,8
JAC,E-JS1,32,292,2023-08-02,2023,8
BYD,DOLPHIN,371,467,2023-08-02,2023,8
MINI,COOPER,65,489,2023-08-02,2023,8
RENAULT,SANDERO,677,5584,2023-08-02,2023,8
FIAT,SIENA,1,17,2023-08-02,2023,8
HONDA,CITY_HATCH,647,7960,2023-08-02,2023,8
CITROEN,C3,2182,16549,2023-08-02,2023,8
FIAT,ARGO,5892,44971,2023-08-02,2023,8
HYUNDAI,HB20,8053,54180,2023-08-02,2023,8
VW,POLO,8220,62412,2023-08-02,2023,8
GM,ONIX,8345,62715,2023-08-02,2023,8
FIAT,147,1,2,2023-08-02,2023,8
GM,CHEVETTE,0,3,2023-08-02,2023,8
VW,UP,2,6,2023-08-02,2023,8
FIAT,PALIO,2,7,2023-08-02,2023,8
FIAT,UNO,1,25,2023-08-02,2023,8
VW,FUSCA,9,60,2023-08-02,2023,8
VW,GOL,57,6110,2023-08-02,2023,8
RENAULT,KWID,4569,37817,2023-08-02,2023,8
PORSCHE,PANAMERA,47,255,2023-08-02,2023,8
TOYOTA,YARIS_HB,1996,15485,2023-08-02,2023,8
GM,PRISMA,1,3,2023-08-02,2023,8
PEUGEOT,208,3318,17967,2023-08-02,2023,8
FORD,KA_SEDAN,1,2,2023-08-02,2023,8
MBENZ,CLA45,10,74,2023-08-02,2023,8
JAC,E-J7,3,73,2023-08-02,2023,8
BMW,420I,8,68,2023-08-02,2023,8
BMW,218I,5,59,2023-08-02,2023,8
MBENZ,CLA35,3,43,2023-08-02,2023,8
BYD,SEAL,14,23,2023-08-02,2023,8
HYUNDAI,IONIQ,103,120,2023-08-02,2023,8
TESLA,MODEL_3,2,13,2023-08-02,2023,8
GM,IMPALA,0,1,2023-08-02,2023,8
RENAULT,FLUENCE,0,1,2023-08-02,2023,8
TOYOTA,PRIUS,0,1,2023-08-02,2023,8
BMW,320I,425,3068,2023-08-02,2023,8
TOYOTA,ETIOS_SEDAN,0,3,2023-08-02,2023,8
MBENZ,CLASSE_C,117,516,2023-08-02,2023,8
MBENZ,CLASSE_A,0,5,2023-08-02,2023,8
AUDI,A5,47,338,2023-08-02,2023,8
KIA,CERATO,0,15,2023-08-02,2023,8
AUDI,A3_SEDAN,33,426,2023-08-02,2023,8
FORD,FIESTA_SEDAN,0,1,2023-08-02,2023,8
HONDA,CIVIC,66,390,2023-08-02,2023,8
GM,ONIX_PLUS,7055,49192,2023-08-02,2023,8
VW,VIRTUS,3107,15525,2023-08-02,2023,8
TOYOTA,YARIS_SEDAN,2597,11159,2023-08-02,2023,8
NISSAN,VERSA,977,5633,2023-08-02,2023,8
HONDA,CITY,935,8591,2023-08-02,2023,8
TOYOTA,COROLLA,4175,27838,2023-08-02,2023,8
NISSAN,SENTRA,376,2604,2023-08-02,2023,8
VW,JETTA,371,1177,2023-08-02,2023,8
GM,CRUZE_SEDAN,95,770,2023-08-02,2023,8
CAOA_CHERY,ARRIZO_6,175,565,2023-08-02,2023,8
FORD,CORCEL,2,10,2023-08-02,2023,8
DODGE,CHARGER,1,1,2023-08-02,2023,8
KIA,STONIC,90,178,2023-09-02,2023,1
MBENZ,CLASSE_GLA,75,160,2023-09-02,2023,1
AUDI,Q3,137,216,2023-09-02,2023,1
PORSCHE,MACAN,98,183,2023-09-02,2023,1
KIA,SPORTAGE,94,174,2023-09-02,2023,1
AUDI,Q5,185,285,2023-09-02,2023,1
MBENZ,CLASSE_GLB,80,160,2023-09-02,2023,1
PORSCHE,CAYENNE,109,189,2023-09-02,2023,1
MBENZ,GLE,67,134,2023-09-02,2023,1
BMW,X6,73,147,2023-09-02,2023,1
MINI,COOPER_COUNTRYMAN,74,148,2023-09-02,2023,1
GM,TRAILBLAZER,123,194,2023-09-02,2023,1
BMW,X5,177,246,2023-09-02,2023,1
FIAT,147,0,1,2023-09-02,2023,2
HYUNDAI,IONIQ,2,4,2023-09-02,2023,2
MBENZ,CLASSE_E,3,8,2023-09-02,2023,2
BMW,X3,86,205,2023-09-02,2023,1
VW,SANTANA,0,1,2023-09-02,2023,2
BYD,YUAN_PLUS,215,294,2023-09-02,2023,1
MITSUBISHI,PAJERO,163,301,2023-09-02,2023,1
TOYOTA,COROLLA_CROSS,3630,6234,2023-09-02,2023,1
PEUGEOT,2008,146,304,2023-09-02,2023,1
VW,NIVUS,4340,7440,2023-09-02,2023,1
VW,PARATI,0,1,2023-09-02,2023,2
JEEP,RENEGADE,4084,7133,2023-09-02,2023,1
FIAT,PULSE,3994,7009,2023-09-02,2023,1
NISSAN,KICKS,4189,7173,2023-09-02,2023,1
FIAT,FASTBACK,3605,6312,2023-09-02,2023,1
RENAULT,DUSTER,2031,3526,2023-09-02,2023,1
JEEP,COMMANDER,1577,2866,2023-09-02,2023,1
VOLVO,XC40,140,296,2023-09-02,2023,1
VW,TAOS,1203,2387,2023-09-02,2023,1
HONDA,HR-V,4201,4899,2023-09-02,2023,1
CAOA_CHERY,TIGGO_8,677,1265,2023-09-02,2023,1
VOLVO,XC60,392,970,2023-09-02,2023,1
CAOA_CHERY,TIGGO_7,510,882,2023-09-02,2023,1
GM,EQUINOX,335,651,2023-09-02,2023,1
CAOA_CHERY,TIGGO_5X,968,1261,2023-09-02,2023,1
CITROEN,C4_CACTUS,260,513,2023-09-02,2023,1
MITSUBISHI,ECLIPSE_CROSS,264,479,2023-09-02,2023,1
TOYOTA,HILUX_SW4,1261,2198,2023-09-02,2023,1
FIAT,DOBLO,0,1,2023-09-02,2023,2
HONDA,CIVIC_TYPE-R,4,49,2023-09-02,2023,10
DODGE,CHALLENGER,4,9,2023-09-02,2023,2
NISSAN,LIVINA,0,1,2023-09-02,2023,6
CHRYSLER,PACIFICA,2,8,2023-09-02,2023,6
LAND_ROVER,DEFENDER,109,633,2023-09-02,2023,6
BYD,DOLPHIN,1366,1463,2023-09-02,2023,7
TOYOTA,COROLLA_GR,14,31,2023-09-02,2023,7
BYD,SEAL,14,23,2023-09-02,2023,7
DODGE,CHARGER,0,1,2023-09-02,2023,8
BMW,X4,138,836,2023-09-02,2023,8
GM,PRISMA,1,3,2023-09-02,2023,6
CAOA_CHERY,CELER_SEDAN,0,2,2023-09-02,2023,10
HONDA,FIT,2,5,2023-09-02,2023,10
RENAULT,KANGOO,0,1,2023-09-02,2023,10
BMW,430I,0,2,2023-09-02,2023,11
BMW,M2,22,68,2023-09-02,2023,11
FORD,BRONCO,156,1172,2023-09-02,2023,11
GWM,ORA_03,711,1486,2023-09-02,2023,12
CAOA_CHERY,ARRIZO_5,0,3,2023-09-02,2023,12
JEEP,COMPASS,4707,8846,2023-09-02,2023,1
HONDA,ACCORD,33,75,2023-09-02,2023,10
TOYOTA,SIENNA,0,3,2023-09-02,2023,2
LAND_ROVER,RANGE_ROVER,100,514,2023-09-02,2023,5
MCLAREN,ARTURA,6,24,2023-09-02,2023,5
BYD,SONG_PLUS,399,577,2023-09-02,2023,2
SUZUKI,JIMNY_SIERRA,99,264,2023-09-02,2023,2
VOLVO,XC90,117,260,2023-09-02,2023,2
TOYOTA,ETIOS_SEDAN,0,2,2023-09-02,2023,3
FORD,FIESTA_SEDAN,0,1,2023-09-02,2023,3
GM,CORSA_SEDAN,0,1,2023-09-02,2023,3
FORD,CORCEL,1,5,2023-09-02,2023,3
RENAULT,FLUENCE,0,1,2023-09-02,2023,3
GWM,HAVAL_H6,1295,2488,2023-09-02,2023,5
TOYOTA,PRIUS,0,1,2023-09-02,2023,3
GM,CARAVAN,0,1,2023-09-02,2023,3
VW,QUANTUM,0,1,2023-09-02,2023,3
PORSCHE,BOXSTER,30,53,2023-09-02,2023,3
LAND_ROVER,DISCOVERY,138,450,2023-09-02,2023,3
BMW,X1,390,682,2023-09-02,2023,3
TOYOTA,RAV4,112,396,2023-09-02,2023,3
FORD,TERRITORY,107,386,2023-09-02,2023,3
CAOA_CHERY,ICAR,12,50,2023-09-02,2023,5
AUDI,E_TRON_GT,4,14,2023-09-02,2023,3
VW,T_CROSS,6012,10466,2023-09-02,2023,1
JAC,E-JS1,34,56,2023-09-02,2023,1
GM,TRACKER,5436,10732,2023-09-02,2023,1
AUDI,A3,36,68,2023-09-02,2023,1
GM,CRUZE_HB,38,63,2023-09-02,2023,1
BMW,I3,1,10,2023-09-02,2023,1
BMW,118i,4,10,2023-09-02,2023,1
MBENZ,A45_AMG,2,4,2023-09-02,2023,1
FIAT,CRONOS,4929,7410,2023-09-02,2023,1
VW,VOYAGE,1,2005,2023-09-02,2023,1
HYUNDAI,HB20S,2025,3709,2023-09-02,2023,1
NISSAN,LEAF,6,86,2023-09-02,2023,1
RENAULT,LOGAN,240,526,2023-09-02,2023,1
GM,CLASSIC,0,1,2023-09-02,2023,1
FORD,KA_SEDAN,0,0,2023-09-02,2023,1
NISSAN,VERSA,754,754,2023-09-02,2023,1
GM,ONIX_PLUS,6375,12539,2023-09-02,2023,1
TOYOTA,YARIS_SEDAN,1294,2393,2023-09-02,2023,1
HONDA,CITY,1060,2151,2023-09-02,2023,1
VW,VIRTUS,2431,2921,2023-09-02,2023,1
FORD,CORCEL_II,1,2,2023-09-02,2023,1
FIAT,SIENA,2,9,2023-09-02,2023,1
TOYOTA,COROLLA,3812,6050,2023-09-02,2023,1
FIAT,500E,8,16,2023-09-02,2023,1
MINI,COOPER,66,115,2023-09-02,2023,1
FIAT,MOBI,6384,10592,2023-09-02,2023,1
VW,GOL,122,3509,2023-09-02,2023,1
RENAULT,KWID,5933,9240,2023-09-02,2023,1
VW,FUSCA,8,15,2023-09-02,2023,1
FIAT,UNO,3,9,2023-09-02,2023,1
VW,UP,0,3,2023-09-02,2023,1
FIAT,PALIO,1,2,2023-09-02,2023,1
GM,CHEVETTE,0,1,2023-09-02,2023,1
LEXUS,IS_350,0,1,2023-09-02,2023,12
TOYOTA,ETIOS_HB,0,0,2023-09-02,2023,1
HYUNDAI,HB20,7421,12261,2023-09-02,2023,1
FIAT,ARGO,5335,9617,2023-09-02,2023,1
VW,POLO,8220,10335,2023-09-02,2023,1
TOYOTA,YARIS_HB,1940,4012,2023-09-02,2023,1
CITROEN,C3,2035,3523,2023-09-02,2023,1
HONDA,CITY_HATCH,813,2255,2023-09-02,2023,1
PEUGEOT,208,2636,3837,2023-09-02,2023,1
RENAULT,SANDERO,598,1086,2023-09-02,2023,1
GM,ONIX,8283,15445,2023-09-02,2023,1
GM,CRUZE_SEDAN,106,192,2023-09-02,2023,1
CAOA_CHERY,ARRIZO_6,58,119,2023-09-02,2023,1
AUDI,A3_SEDAN,46,92,2023-09-02,2023,1
TESLA,MODEL_3,2,6,2023-09-02,2023,1
LEXUS,ES300,6,9,2023-09-02,2023,1
VW,SPACE_FOX,0,1,2023-09-02,2023,1
AUDI,RS6_AVANT,3,4,2023-09-02,2023,1
GM,BOLT,3,7,2023-09-02,2023,1
GM,SPIN,1630,3045,2023-09-02,2023,1
KIA,CARNIVAL,0,10,2023-09-02,2023,1
CHRYSLER,GCARAVAN,1,2,2023-09-02,2023,1
TOYOTA,CAMRY,2,6,2023-09-02,2023,1
BYD,D1,3,4,2023-09-02,2023,1
BMW,M3,19,52,2023-09-02,2023,1
FORD,MUSTANG,27,53,2023-09-02,2023,1
PORSCHE,TAYCAN,26,46,2023-09-02,2023,1
JAGUAR,F-TYPE,7,17,2023-09-02,2023,1
PORSCHE,CAYMAN,16,26,2023-09-02,2023,1
GM,CORVETTE,5,11,2023-09-02,2023,1
GM,CAMARO,4,8,2023-09-02,2023,1
FERRARI,F8_SPIDER,2,4,2023-09-02,2023,1
PORSCHE,911,79,158,2023-09-02,2023,1
BMW,530E,9,13,2023-09-02,2023,1
BMW,I4,11,22,2023-09-02,2023,1
BYD,HAN,6,23,2023-09-02,2023,1
AUDI,A5,47,91,2023-09-02,2023,1
HONDA,CIVIC,33,75,2023-09-02,2023,1
BMW,420I,10,26,2023-09-02,2023,1
MBENZ,CLA45,7,23,2023-09-02,2023,1
VW,JETTA,184,199,2023-09-02,2023,1
BMW,218I,5,14,2023-09-02,2023,1
MBENZ,CLA35,5,13,2023-09-02,2023,1
KIA,CERATO,1,6,2023-09-02,2023,1
NISSAN,SENTRA,384,389,2023-09-02,2023,1
JAC,E-J7,4,8,2023-09-02,2023,1
BMW,M440I,0,0,2023-09-02,2023,1
GM,IMPALA,0,0,2023-09-02,2023,1
MBENZ,CLASSE_A,2,2,2023-09-02,2023,1
BMW,320I,350,604,2023-09-02,2023,1
MBENZ,CLASSE_C,52,160,2023-09-02,2023,1
BMW,330E,45,122,2023-09-02,2023,1
AUDI,A4,28,56,2023-09-02,2023,1
MBENZ,CLA250,19,46,2023-09-02,2023,1
PORSCHE,PANAMERA,41,61,2023-09-02,2023,1
HYUNDAI,CRETA,5268,10237,2023-09-02,2023,1
MBENZ,CLA200,45,121,2023-09-02,2023,12
LAND_ROVER,DISCOVERY,96,1351,2023-10-02,2023,10
FORD,TERRITORY,175,1082,2023-10-02,2023,10
HYUNDAI,CRETA,5354,50252,2023-10-02,2023,10
VW,T_CROSS,6724,58125,2023-10-02,2023,10
DODGE,CHALLENGER,3,36,2023-10-02,2023,10
GM,CORVETTE,7,59,2023-10-02,2023,10
JAGUAR,F-TYPE,18,83,2023-10-02,2023,10
PORSCHE,CAYMAN,44,184,2023-10-02,2023,10
BMW,M3,17,242,2023-10-02,2023,10
PORSCHE,BOXSTER,41,243,2023-10-02,2023,10
PORSCHE,TAYCAN,26,247,2023-10-02,2023,10
FORD,MUSTANG,21,320,2023-10-02,2023,10
PORSCHE,911,132,830,2023-10-02,2023,10
CHRYSLER,PACIFICA,4,15,2023-10-02,2023,10
KIA,CARNIVAL,0,23,2023-10-02,2023,10
BYD,D1,0,318,2023-10-02,2023,10
GM,SPIN,2051,16871,2023-10-02,2023,10
RENAULT,KANGOO,1,1,2023-10-02,2023,10
NISSAN,LIVINA,0,1,2023-10-02,2023,10
BMW,I4,10,131,2023-10-02,2023,10
BMW,530E,7,78,2023-10-02,2023,10
BYD,HAN,4,70,2023-10-02,2023,10
LEXUS,ES300,4,66,2023-10-02,2023,10
AUDI,E_TRON_GT,6,42,2023-10-02,2023,10
HONDA,ACCORD,33,42,2023-10-02,2023,10
JEEP,COMPASS,4640,49422,2023-10-02,2023,10
VW,PARATI,0,2,2023-10-02,2023,10
AUDI,RS6_AVANT,4,32,2023-10-02,2023,10
GM,CARAVAN,0,1,2023-10-02,2023,10
VW,QUANTUM,0,1,2023-10-02,2023,10
GM,BOLT,1,44,2023-10-02,2023,10
FIAT,DOBLO,0,3,2023-10-02,2023,10
HONDA,FIT,2,3,2023-10-02,2023,10
VW,SPACE_FOX,0,1,2023-10-02,2023,10
MBENZ,CLA250,3,221,2023-10-02,2023,10
VW,NIVUS,4957,42037,2023-10-02,2023,10
HONDA,HR-V,4049,39929,2023-10-02,2023,10
PORSCHE,MACAN,84,1107,2023-10-02,2023,10
