marca,modelo,emplacados,acumulado_anual,data
BMW,320I,217,2767,2022-08-2
MBENZ,CLASSE_C,7,641,2022-08-2
BMW,330E,111,356,2022-08-2
MBENZ,CLA250,50,329,2022-08-2
PORSCHE,PANAMERA,24,155,2022-08-2
AUDI,A4,14,93,2022-08-2
BMW,530E,18,73,2022-08-2
MBENZ,CLASSE_E,9,43,2022-08-2
AUDI,E_TRON_GT,6,33,2022-08-2
BMW,M340I,0,28,2022-08-2
TESLA,MODEL_S,1,21,2022-08-2
AUDI,A6,3,20,2022-08-2
FIAT,PALIO_WEEKEND,1,3,2022-08-2
FORD,BELINA,0,2,2022-08-2
VW,SPACE_FOX,0,2,2022-08-2
VW,PARATI,1,1,2022-08-2
AUDI,RS6_AVANT,2,18,2022-08-2
AUDI,RS4_AVANT,0,4,2022-08-2
GM,CARAVAN,0,1,2022-08-2
FIAT,DOBLO,1,313,2022-08-2
HONDA,FIT,0,230,2022-08-2
FIAT,IDEA,0,1,2022-08-2
GM,BOLT,0,1,2022-08-2
GM,SPIN,1515,9682,2022-08-2
KIA,CARNIVAL,31,262,2022-08-2
CHRYSLER,PACIFICA,2,10,2022-08-2
BYD,D1,7,9,2022-08-2
PORSCHE,911,32,331,2022-08-2
FORD,MUSTANG,60,218,2022-08-2
PORSCHE,TAYCAN,22,210,2022-08-2
BMW,M3,16,108,2022-08-2
PORSCHE,BOXSTER,1,81,2022-08-2
GM,CORVETTE,8,59,2022-08-2
PORSCHE,CAYMAN,1,40,2022-08-2
GM,CAMARO,3,39,2022-08-2
JAGUAR,F-TYPE,8,32,2022-08-2
VW,T_CROSS,6194,42598,2022-08-2
JEEP,COMPASS,5284,40713,2022-08-2
HYUNDAI,CRETA,5806,40182,2022-08-2
GM,TRACKER,6708,39672,2022-08-2
FIAT,PULSE,4771,34105,2022-08-2
JEEP,RENEGADE,4654,33795,2022-08-2
TOYOTA,COROLLA_CROSS,3250,29128,2022-08-2
NISSAN,KICKS,4250,26558,2022-08-2
VW,NIVUS,3380,23049,2022-08-2
RENAULT,DUSTER,2087,13663,2022-08-2
JEEP,COMMANDER,2338,13478,2022-08-2
CITROEN,C4_CACTUS,1983,13399,2022-08-2
TOYOTA,HILUX_SW4,1221,9192,2022-08-2
VW,TAOS,1667,6685,2022-08-2
CAOA_CHERY,TIGGO_5X,763,6655,2022-08-2
CAOA_CHERY,TIGGO_8,1188,6376,2022-08-2
CAOA_CHERY,TIGGO_7,983,6019,2022-08-2
PEUGEOT,2008,118,4274,2022-08-2
HONDA,HR-V,486,3743,2022-08-2
CAOA_CHERY,TIGGO_3X,53,3533,2022-08-2
BMW,X1,487,2871,2022-08-2
RENAULT,CAPTUR,130,2756,2022-08-2
MITSUBISHI,ECLIPSE_CROSS,400,2277,2022-08-2
HYUNDAI,TUCSON,38,2143,2022-08-2
GM,TRAILBLAZER,245,1511,2022-08-2
MITSUBISHI,PAJERO,43,1342,2022-08-2
VOLVO,XC60,66,1168,2022-08-2
FORD,BRONCO,129,1078,2022-08-2
MITSUBISHI,Outlander,20,1055,2022-08-2
LAND_ROVER,DISCOVERY,162,1020,2022-08-2
BMW,X3,130,979,2022-08-2
AUDI,Q5,145,954,2022-08-2
VOLVO,XC40,99,941,2022-08-2
BMW,X5,170,834,2022-08-2
PORSCHE,MACAN,118,735,2022-08-2
HONDA,WR-V,0,711,2022-08-2
FORD,TERRITORY,68,708,2022-08-2
TOYOTA,RAV4,146,694,2022-08-2
BMW,X4,95,689,2022-08-2
MBENZ,CLASSE_GLB,8,689,2022-08-2
