marca,modelo,emplacados,acumulado_anual,data
PORSCHE,CAYMAN,0,40,2022-09-2
VW,T_CROSS,5803,48401,2022-09-2
GM,TRACKER,7127,46799,2022-09-2
HYUNDAI,CRETA,5586,45764,2022-09-2
JEEP,COMPASS,5047,45760,2022-09-2
FIAT,PULSE,4398,38503,2022-09-2
JEEP,RENEGADE,3755,37550,2022-09-2
TOYOTA,COROLLA_CROSS,2861,31988,2022-09-2
NISSAN,KICKS,3549,30107,2022-09-2
VW,NIVUS,3029,26076,2022-09-2
RENAULT,DUSTER,2506,16264,2022-09-2
JEEP,COMMANDER,2064,15541,2022-09-2
CITROEN,C4_CACTUS,2118,15517,2022-09-2
TOYOTA,HILUX_SW4,758,9949,2022-09-2
VW,TAOS,1421,8106,2022-09-2
CAOA_CHERY,TIGGO_8,1593,7970,2022-09-2
CAOA_CHERY,TIGGO_5X,677,7332,2022-09-2
CAOA_CHERY,TIGGO_7,823,6842,2022-09-2
HONDA,HR-V,2956,6699,2022-09-2
PEUGEOT,2008,227,4501,2022-09-2
CAOA_CHERY,TIGGO_3X,29,3562,2022-09-2
BMW,X1,346,3217,2022-09-2
RENAULT,CAPTUR,69,2825,2022-09-2
MITSUBISHI,ECLIPSE_CROSS,426,2702,2022-09-2
GM,TRAILBLAZER,717,2228,2022-09-2
HYUNDAI,TUCSON,33,2176,2022-09-2
MITSUBISHI,PAJERO,42,1384,2022-09-2
VOLVO,XC60,216,1384,2022-09-2
AUDI,Q5,241,1195,2022-09-2
LAND_ROVER,DISCOVERY,153,1173,2022-09-2
FORD,BRONCO,91,1169,2022-09-2
VOLVO,XC40,145,1085,2022-09-2
MITSUBISHI,Outlander,15,1070,2022-09-2
BMW,X3,46,1025,2022-09-2
BMW,X5,97,931,2022-09-2
AUDI,Q3,279,917,2022-09-2
GM,EQUINOX,217,835,2022-09-2
PORSCHE,MACAN,96,831,2022-09-2
TOYOTA,RAV4,124,818,2022-09-2
FORD,TERRITORY,85,793,2022-09-2
BMW,X4,79,768,2022-09-2
