marca,modelo,emplacados,acumulado_anual,data
MBENZ,CLA250,18,368,2022-10-2
PORSCHE,PANAMERA,13,189,2022-10-2
AUDI,A4,26,155,2022-10-2
BMW,530E,7,97,2022-10-2
MBENZ,CLASSE_E,7,53,2022-10-2
AUDI,E_TRON_GT,2,45,2022-10-2
BMW,M340I,0,28,2022-10-2
TESLA,MODEL_S,1,25,2022-10-2
LEXUS,ES300,3,21,2022-10-2
FIAT,PALIO_WEEKEND,0,3,2022-10-2
FORD,BELINA,0,2,2022-10-2
VW,SPACE_FOX,0,2,2022-10-2
VW,PARATI,0,1,2022-10-2
AUDI,RS6_AVANT,6,25,2022-10-2
AUDI,RS4_AVANT,0,4,2022-10-2
GM,CARAVAN,0,1,2022-10-2
FIAT,DOBLO,0,314,2022-10-2
HONDA,FIT,1,231,2022-10-2
GM,BOLT,4,8,2022-10-2
FIAT,IDEA,0,1,2022-10-2
GM,SPIN,1736,13480,2022-10-2
KIA,CARNIVAL,24,311,2022-10-2
BYD,D1,0,13,2022-10-2
CHRYSLER,PACIFICA,2,12,2022-10-2
PORSCHE,911,76,516,2022-10-2
FORD,MUSTANG,30,303,2022-10-2
PORSCHE,TAYCAN,3,226,2022-10-2
BMW,M3,17,140,2022-10-2
PORSCHE,BOXSTER,1,82,2022-10-2
GM,CORVETTE,5,73,2022-10-2
JAGUAR,F-TYPE,10,55,2022-10-2
GM,CAMARO,5,49,2022-10-2
PORSCHE,CAYMAN,0,40,2022-10-2
GM,TRACKER,8496,55294,2022-10-2
VW,T_CROSS,5590,53990,2022-10-2
JEEP,COMPASS,5307,51066,2022-10-2
HYUNDAI,CRETA,5048,50811,2022-10-2
FIAT,PULSE,4311,42814,2022-10-2
JEEP,RENEGADE,3957,41507,2022-10-2
TOYOTA,COROLLA_CROSS,3225,35211,2022-10-2
NISSAN,KICKS,2604,32711,2022-10-2
VW,NIVUS,3772,29848,2022-10-2
RENAULT,DUSTER,1913,18177,2022-10-2
JEEP,COMMANDER,2112,17653,2022-10-2
CITROEN,C4_CACTUS,1171,16688,2022-10-2
TOYOTA,HILUX_SW4,869,10818,2022-10-2
HONDA,HR-V,2603,9302,2022-10-2
VW,TAOS,989,9093,2022-10-2
CAOA_CHERY,TIGGO_8,978,8948,2022-10-2
CAOA_CHERY,TIGGO_5X,456,7788,2022-10-2
CAOA_CHERY,TIGGO_7,482,7324,2022-10-2
PEUGEOT,2008,225,4726,2022-10-2
CAOA_CHERY,TIGGO_3X,17,3579,2022-10-2
BMW,X1,161,3378,2022-10-2
FIAT,FASTBACK,2843,3290,2022-10-2
MITSUBISHI,ECLIPSE_CROSS,264,2966,2022-10-2
RENAULT,CAPTUR,58,2883,2022-10-2
GM,TRAILBLAZER,349,2577,2022-10-2
HYUNDAI,TUCSON,22,2198,2022-10-2
VOLVO,XC60,77,1461,2022-10-2
MITSUBISHI,PAJERO,37,1421,2022-10-2
VOLVO,XC40,264,1349,2022-10-2
FORD,BRONCO,175,1344,2022-10-2
LAND_ROVER,DISCOVERY,108,1281,2022-10-2
AUDI,Q5,64,1259,2022-10-2
AUDI,Q3,224,1141,2022-10-2
GM,EQUINOX,289,1124,2022-10-2
MITSUBISHI,Outlander,8,1078,2022-10-2
BMW,X3,13,1038,2022-10-2
BMW,X5,19,950,2022-10-2
PORSCHE,MACAN,93,924,2022-10-2
FORD,TERRITORY,79,872,2022-10-2
TOYOTA,RAV4,46,864,2022-10-2
