marca,modelo,emplacados,acumulado_anual,data
JEEP,RENEGADE,4674,10742,2023-03-2
TOYOTA,COROLLA_CROSS,4511,10449,2023-03-2
FIAT,PULSE,4276,10050,2023-03-2
VW,NIVUS,3210,9084,2023-03-2
FIAT,FASTBACK,3605,8705,2023-03-2
HONDA,HR-V,4063,6470,2023-03-2
RENAULT,DUSTER,2031,5678,2023-03-2
JEEP,COMMANDER,2522,5386,2023-03-2
TOYOTA,HILUX_SW4,1412,3264,2023-03-2
VW,TAOS,855,3034,2023-03-2
CAOA_CHERY,TIGGO_8,653,1818,2023-03-2
VOLVO,XC60,504,1279,2023-03-2
CAOA_CHERY,TIGGO_7,475,1222,2023-03-2
CITROEN,C4_CACTUS,564,1106,2023-03-2
CAOA_CHERY,TIGGO_5X,479,1065,2023-03-2
GM,EQUINOX,342,927,2023-03-2
MITSUBISHI,ECLIPSE_CROSS,258,707,2023-03-2
VOLVO,XC40,117,453,2023-03-2
PEUGEOT,2008,182,431,2023-03-2
AUDI,Q5,201,425,2023-03-2
MITSUBISHI,PAJERO,155,417,2023-03-2
PORSCHE,MACAN,228,405,2023-03-2
PORSCHE,CAYENNE,195,384,2023-03-2
BYD,SONG_PLUS,205,383,2023-03-2
GM,TRAILBLAZER,210,361,2023-03-2
AUDI,Q3,150,348,2023-03-2
LAND_ROVER,DISCOVERY,202,312,2023-03-2
MBENZ,CLASSE_GLB,147,301,2023-03-2
BMW,X1,245,292,2023-03-2
MBENZ,CLASSE_GLA,139,289,2023-03-2
TOYOTA,RAV4,176,285,2023-03-2
FORD,TERRITORY,144,279,2023-03-2
KIA,STONIC,116,272,2023-03-2
SUZUKI,JIMNY_SIERRA,105,270,2023-03-2
VOLVO,XC90,120,263,2023-03-2
