marca,modelo,emplacados,acumulado_anual,data
FIAT,DOBLO,1,2,2024-06-02
HONDA,FIT,0,1,2024-06-02
GM,SPIN,2253,9415,2024-06-02
CHRYSLER,PACIFICA,3,13,2024-06-02
TOYOTA,SIENNA,1,13,2024-06-02
BYD,D1,0,8,2024-06-02
PORSCHE,911,92,809,2024-06-02
PORSCHE,BOXSTER,55,368,2024-06-02
PORSCHE,CAYMAN,23,152,2024-06-02
BMW,M2,20,127,2024-06-02
BMW,M3,18,116,2024-06-02
FORD,MUSTANG,23,91,2024-06-02
GM,CAMARO,9,77,2024-06-02
PORSCHE,TAYCAN,8,69,2024-06-02
GM,CORVETTE,13,57,2024-06-02
VW,T_CROSS,5936,31519,2024-06-02
HYUNDAI,CRETA,5858,30531,2024-06-02
GM,TRACKER,5918,28865,2024-06-02
NISSAN,KICKS,4677,28181,2024-06-02
VW,NIVUS,5359,25866,2024-06-02
JEEP,RENEGADE,4535,23492,2024-06-02
JEEP,COMPASS,3960,22791,2024-06-02
HONDA,HR-V,4299,21950,2024-06-02
TOYOTA,COROLLA_CROSS,4239,21844,2024-06-02
FIAT,FASTBACK,3557,21735,2024-06-02
FIAT,PULSE,2957,18103,2024-06-02
CAOA_CHERY,TIGGO_5X,2521,14131,2024-06-02
RENAULT,DUSTER,1369,10173,2024-06-02
BYD,SONG_PLUS,1911,10038,2024-06-02
CAOA_CHERY,TIGGO_7,1875,9449,2024-06-02
GWM,HAVAL_H6,2153,9043,2024-06-02
TOYOTA,HILUX_SW4,1454,7631,2024-06-02
JEEP,COMMANDER,1587,7076,2024-06-02
VW,TAOS,1891,7013,2024-06-02
RENAULT,KARDIAN,1753,5191,2024-06-02
CAOA_CHERY,TIGGO_8,564,4331,2024-06-02
MITSUBISHI,ECLIPSE_CROSS,758,3983,2024-06-02
CITROEN,C3_AIRCROSS,1014,3912,2024-06-02
HONDA,ZR-V,341,2780,2024-06-02
BMW,X1,555,2436,2024-06-02
FORD,TERRITORY,289,2338,2024-06-02
VW,TIGUAN,236,1810,2024-06-02
VOLVO,XC60,244,1448,2024-06-02
BYD,YUAN_PLUS,219,1331,2024-06-02
TOYOTA,RAV4,198,1279,2024-06-02
GM,EQUINOX,263,1273,2024-06-02
VOLVO,EX30,666,1164,2024-06-02
AUDI,Q3,212,1151,2024-06-02
FORD,BRONCO,157,1065,2024-06-02
MITSUBISHI,PAJERO,249,1051,2024-06-02
PORSCHE,CAYENNE,324,839,2024-06-02
LAND_ROVER,DISCOVERY,130,833,2024-06-02
GM,TRAILBLAZER,133,814,2024-06-02
AUDI,Q5,119,751,2024-06-02
PEUGEOT,2008,41,739,2024-06-02
