marca,modelo,emplacados,acumulado_anual,data
HYUNDAI,TUCSON,42,1683,2022-04-2
BMW,X1,361,1034,2022-04-2
MITSUBISHI,PAJERO,223,874,2022-04-2
GM,TRAILBLAZER,305,845,2022-04-2
MITSUBISHI,Outlander,161,781,2022-04-2
HONDA,WR-V,6,710,2022-04-2
MBENZ,CLASSE_GLB,63,641,2022-04-2
MITSUBISHI,ECLIPSE_CROSS,217,638,2022-04-2
VOLVO,XC60,136,638,2022-04-2
VOLVO,XC40,98,536,2022-04-2
AUDI,Q5,93,494,2022-04-2
LAND_ROVER,DISCOVERY,96,453,2022-04-2
FORD,BRONCO,125,438,2022-04-2
PORSCHE,MACAN,111,389,2022-04-2
FORD,TERRITORY,99,364,2022-04-2
BMW,X5,102,351,2022-04-2
BMW,X3,128,335,2022-04-2
KIA,STONIC,81,331,2022-04-2
LAND_ROVER,EVOQUE,93,310,2022-04-2
