marca,modelo,emplacados,acumulado_anual,data
VW,SANTANA,0,1,2023-05-2
BMW,320I,420,1891,2023-05-2
BMW,330E,24,349,2023-05-2
MBENZ,CLASSE_C,41,297,2023-05-2
AUDI,A4,36,190,2023-05-2
MBENZ,CLA250,23,166,2023-05-2
PORSCHE,PANAMERA,31,148,2023-05-2
BMW,I4,24,51,2023-05-2
BYD,HAN,8,49,2023-05-2
BMW,530E,17,30,2023-05-2
LEXUS,ES300,4,28,2023-05-2
TOYOTA,CAMRY,11,28,2023-05-2
AUDI,E_TRON_GT,5,17,2023-05-2
VW,PARATI,0,2,2023-05-2
VW,SPACE_FOX,0,1,2023-05-2
AUDI,RS6_AVANT,11,17,2023-05-2
GM,CARAVAN,0,1,2023-05-2
VW,QUANTUM,0,1,2023-05-2
GM,BOLT,12,34,2023-05-2
FIAT,DOBLO,0,2,2023-05-2
GM,SPIN,1492,7081,2023-05-2
KIA,CARNIVAL,1,23,2023-05-2
BYD,D1,0,14,2023-05-2
TOYOTA,SIENNA,0,3,2023-05-2
PORSCHE,911,58,345,2023-05-2
FORD,MUSTANG,39,184,2023-05-2
BMW,M3,18,149,2023-05-2
PORSCHE,TAYCAN,23,118,2023-05-2
PORSCHE,BOXSTER,32,100,2023-05-2
PORSCHE,CAYMAN,12,51,2023-05-2
JAGUAR,F-TYPE,7,37,2023-05-2
GM,CORVETTE,8,28,2023-05-2
MCLAREN,ARTURA,10,18,2023-05-2
JEEP,COMPASS,5560,26012,2023-05-2
HYUNDAI,CRETA,5268,25352,2023-05-2
VW,T_CROSS,6012,24771,2023-05-2
GM,TRACKER,5436,24010,2023-05-2
NISSAN,KICKS,4212,18589,2023-05-2
JEEP,RENEGADE,4279,18238,2023-05-2
TOYOTA,COROLLA_CROSS,3731,18126,2023-05-2
VW,NIVUS,4340,17126,2023-05-2
FIAT,PULSE,3490,17044,2023-05-2
HONDA,HR-V,4578,15735,2023-05-2
FIAT,FASTBACK,2943,14114,2023-05-2
RENAULT,DUSTER,2231,9286,2023-05-2
JEEP,COMMANDER,1955,9174,2023-05-2
TOYOTA,HILUX_SW4,1238,5613,2023-05-2
VW,TAOS,1535,5360,2023-05-2
CAOA_CHERY,TIGGO_8,675,3037,2023-05-2
CAOA_CHERY,TIGGO_5X,644,2225,2023-05-2
CAOA_CHERY,TIGGO_7,582,2222,2023-05-2
VOLVO,XC60,380,1816,2023-05-2
CITROEN,C4_CACTUS,238,1688,2023-05-2
GM,EQUINOX,349,1568,2023-05-2
GWM,HAVAL_H6,960,1193,2023-05-2
BMW,X1,509,1168,2023-05-2
MITSUBISHI,ECLIPSE_CROSS,211,1124,2023-05-2
GM,TRAILBLAZER,200,792,2023-05-2
VOLVO,XC40,191,784,2023-05-2
PORSCHE,CAYENNE,253,782,2023-05-2
AUDI,Q5,147,757,2023-05-2
BYD,SONG_PLUS,322,744,2023-05-2
PEUGEOT,2008,147,716,2023-05-2
PORSCHE,MACAN,112,666,2023-05-2
MITSUBISHI,PAJERO,118,643,2023-05-2
AUDI,Q3,100,573,2023-05-2
LAND_ROVER,DISCOVERY,138,569,2023-05-2
VOLVO,XC90,114,500,2023-05-2
FORD,TERRITORY,107,474,2023-05-2
MBENZ,CLASSE_GLB,92,474,2023-05-2
KIA,STONIC,92,460,2023-05-2
KIA,SPORTAGE,108,420,2023-05-2
LAND_ROVER,RANGE_ROVER,146,414,2023-05-2
