marca,modelo,emplacados,acumulado_anual,data
CITROEN,C4_CACTUS,1590,6954,2022-05-2
TOYOTA,HILUX_SW4,1279,5532,2022-05-2
CAOA_CHERY,TIGGO_5X,918,4123,2022-05-2
PEUGEOT,2008,1042,3804,2022-05-2
CAOA_CHERY,TIGGO_7,1111,3736,2022-05-2
CAOA_CHERY,TIGGO_8,632,3614,2022-05-2
CAOA_CHERY,TIGGO_3X,246,3318,2022-05-2
HONDA,HR-V,21,3241,2022-05-2
VW,TAOS,765,3064,2022-05-2
RENAULT,CAPTUR,240,2237,2022-05-2
HYUNDAI,TUCSON,156,1839,2022-05-2
BMW,X1,474,1508,2022-05-2
MITSUBISHI,ECLIPSE_CROSS,566,1204,2022-05-2
MITSUBISHI,PAJERO,210,1084,2022-05-2
GM,TRAILBLAZER,209,1054,2022-05-2
VOLVO,XC60,279,917,2022-05-2
MITSUBISHI,Outlander,117,898,2022-05-2
HONDA,WR-V,0,710,2022-05-2
MBENZ,CLASSE_GLB,30,671,2022-05-2
VOLVO,XC40,109,645,2022-05-2
LAND_ROVER,DISCOVERY,133,586,2022-05-2
AUDI,Q5,83,577,2022-05-2
FORD,BRONCO,120,558,2022-05-2
FORD,TERRITORY,114,478,2022-05-2
PORSCHE,MACAN,81,470,2022-05-2
BMW,X3,96,431,2022-05-2
KIA,STONIC,85,416,2022-05-2
BMW,X5,62,413,2022-05-2
BMW,X4,154,403,2022-05-2
