marca,modelo,emplacados,acumulado_anual,data
PORSCHE,TAYCAN,23,118,2023-12-2
PORSCHE,BOXSTER,32,100,2023-12-2
PORSCHE,CAYMAN,12,51,2023-12-2
JAGUAR,F-TYPE,7,37,2023-12-2
GM,CORVETTE,8,28,2023-12-2
MCLAREN,ARTURA,10,18,2023-12-2
JEEP,COMPASS,5560,26012,2023-12-2
HYUNDAI,CRETA,5268,25352,2023-12-2
VW,T_CROSS,6012,24771,2023-12-2
GM,TRACKER,5436,24010,2023-12-2
NISSAN,KICKS,4212,18589,2023-12-2
JEEP,RENEGADE,4279,18238,2023-12-2
TOYOTA,COROLLA_CROSS,3731,18126,2023-12-2
VW,NIVUS,4340,17126,2023-12-2
FIAT,PULSE,3490,17044,2023-12-2
HONDA,HR-V,4578,15735,2023-12-2
FIAT,FASTBACK,2943,14114,2023-12-2
RENAULT,DUSTER,2231,9286,2023-12-2
JEEP,COMMANDER,1955,9174,2023-12-2
TOYOTA,HILUX_SW4,1238,5613,2023-12-2
VW,TAOS,1535,5360,2023-12-2
CAOA_CHERY,TIGGO_8,675,3037,2023-12-2
CAOA_CHERY,TIGGO_5X,644,2225,2023-12-2
CAOA_CHERY,TIGGO_7,582,2222,2023-12-2
VOLVO,XC60,380,1816,2023-12-2
CITROEN,C4_CACTUS,238,1688,2023-12-2
GM,EQUINOX,349,1568,2023-12-2
GWM,HAVAL_H6,960,1193,2023-12-2
BMW,X1,509,1168,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,211,1124,2023-12-2
GM,TRAILBLAZER,200,792,2023-12-2
VOLVO,XC40,191,784,2023-12-2
PORSCHE,CAYENNE,253,782,2023-12-2
AUDI,Q5,147,757,2023-12-2
BYD,SONG_PLUS,322,744,2023-12-2
PEUGEOT,2008,147,716,2023-12-2
PORSCHE,MACAN,112,666,2023-12-2
MITSUBISHI,PAJERO,118,643,2023-12-2
AUDI,Q3,100,573,2023-12-2
LAND_ROVER,DISCOVERY,138,569,2023-12-2
VOLVO,XC90,114,500,2023-12-2
FORD,TERRITORY,107,474,2023-12-2
MBENZ,CLASSE_GLB,92,474,2023-12-2
KIA,STONIC,92,460,2023-12-2
KIA,SPORTAGE,108,420,2023-12-2
LAND_ROVER,RANGE_ROVER,146,414,2023-12-2
FIAT,MOBI,6895,30442,2023-12-2
RENAULT,KWID,5933,26646,2023-12-2
VW,GOL,89,5931,2023-12-2
VW,FUSCA,2,46,2023-12-2
FIAT,UNO,3,20,2023-12-2
FIAT,PALIO,1,4,2023-12-2
VW,UP,0,4,2023-12-2
GM,CHEVETTE,0,2,2023-12-2
FIAT,147,0,1,2023-12-2
GM,ONIX,8261,44110,2023-12-2
VW,POLO,9949,37722,2023-12-2
HYUNDAI,HB20,6420,34002,2023-12-2
FIAT,ARGO,6747,31920,2023-12-2
TOYOTA,YARIS_HB,1940,11880,2023-12-2
PEUGEOT,208,2718,11546,2023-12-2
CITROEN,C3,2930,11338,2023-12-2
HONDA,CITY_HATCH,791,6640,2023-12-2
RENAULT,SANDERO,1004,3559,2023-12-2
MINI,COOPER,50,366,2023-12-2
JAC,E-JS1,33,221,2023-12-2
CAOA_CHERY,ICAR,12,50,2023-12-2
GM,CRUZE_HB,34,205,2023-12-2
AUDI,A3,42,176,2023-12-2
NISSAN,LEAF,56,161,2023-12-2
MBENZ,CLASSE_A,5,25,2023-12-2
BMW,118i,4,16,2023-12-2
BMW,I3,1,12,2023-12-2
FIAT,CRONOS,4969,19195,2023-12-2
HYUNDAI,HB20S,1393,9499,2023-12-2
VW,VOYAGE,1,2068,2023-12-2
RENAULT,LOGAN,473,1366,2023-12-2
FIAT,SIENA,0,15,2023-12-2
GM,PRISMA,1,2,2023-12-2
TOYOTA,ETIOS_SEDAN,0,2,2023-12-2
FORD,FIESTA_SEDAN,0,1,2023-12-2
FORD,KA_SEDAN,0,1,2023-12-2
GM,CLASSIC,0,1,2023-12-2
GM,ONIX_PLUS,6419,35726,2023-12-2
VW,VIRTUS,2188,9689,2023-12-2
HONDA,CITY,1060,6597,2023-12-2
TOYOTA,YARIS_SEDAN,1294,6057,2023-12-2
NISSAN,VERSA,842,3571,2023-12-2
FORD,CORCEL,1,6,2023-12-2
TOYOTA,COROLLA,3751,19852,2023-12-2
NISSAN,SENTRA,408,1953,2023-12-2
VW,JETTA,184,644,2023-12-2
GM,CRUZE_SEDAN,101,562,2023-12-2
CAOA_CHERY,ARRIZO_6,41,332,2023-12-2
AUDI,A3_SEDAN,106,322,2023-12-2
HONDA,CIVIC,5,320,2023-12-2
AUDI,A5,43,239,2023-12-2
JAC,E-J7,44,65,2023-12-2
MBENZ,CLA45,8,60,2023-12-2
BMW,218I,6,50,2023-12-2
BMW,420I,7,49,2023-12-2
MBENZ,CLA35,6,38,2023-12-2
HYUNDAI,IONIQ,4,16,2023-12-2
KIA,CERATO,3,14,2023-12-2
MBENZ,CLASSE_A,0,5,2023-12-2
GM,IMPALA,0,1,2023-12-2
RENAULT,FLUENCE,0,1,2023-12-2
TOYOTA,PRIUS,0,1,2023-12-2
VW,SANTANA,0,1,2023-12-2
BMW,320I,402,2293,2023-12-2
BMW,330E,7,356,2023-12-2
MBENZ,CLASSE_C,9,306,2023-12-2
AUDI,A4,31,221,2023-12-2
MBENZ,CLA250,19,185,2023-12-2
PORSCHE,PANAMERA,27,175,2023-12-2
BMW,I4,21,72,2023-12-2
BYD,HAN,5,54,2023-12-2
BMW,530E,15,45,2023-12-2
LEXUS,ES300,9,37,2023-12-2
TOYOTA,CAMRY,2,30,2023-12-2
AUDI,E_TRON_GT,2,19,2023-12-2
VW,PARATI,0,2,2023-12-2
VW,SPACE_FOX,0,1,2023-12-2
AUDI,RS6_AVANT,3,20,2023-12-2
GM,CARAVAN,0,1,2023-12-2
VW,QUANTUM,0,1,2023-12-2
GM,BOLT,0,20,2023-12-2
FIAT,DOBLO,1,3,2023-12-2
NISSAN,LIVINA,1,1,2023-12-2
GM,SPIN,1510,8591,2023-12-2
KIA,CARNIVAL,0,23,2023-12-2
BYD,D1,6,20,2023-12-2
CHRYSLER,PACIFICA,4,5,2023-12-2
PORSCHE,911,67,412,2023-12-2
FORD,MUSTANG,34,218,2023-12-2
BMW,M3,19,168,2023-12-2
PORSCHE,TAYCAN,26,144,2023-12-2
PORSCHE,BOXSTER,13,113,2023-12-2
PORSCHE,CAYMAN,15,66,2023-12-2
JAGUAR,F-TYPE,4,41,2023-12-2
GM,CORVETTE,5,33,2023-12-2
MCLAREN,ARTURA,10,28,2023-12-2
VW,T_CROSS,7264,32035,2023-12-2
JEEP,COMPASS,4338,30350,2023-12-2
HYUNDAI,CRETA,4597,29948,2023-12-2
GM,TRACKER,4957,28964,2023-12-2
JEEP,RENEGADE,4084,22322,2023-12-2
NISSAN,KICKS,3473,22062,2023-12-2
TOYOTA,COROLLA_CROSS,3357,21483,2023-12-2
FIAT,PULSE,4401,21444,2023-12-2
VW,NIVUS,3751,20877,2023-12-2
HONDA,HR-V,4810,20544,2023-12-2
FIAT,FASTBACK,3384,17497,2023-12-2
RENAULT,DUSTER,1488,10773,2023-12-2
JEEP,COMMANDER,1338,10511,2023-12-2
TOYOTA,HILUX_SW4,1258,6871,2023-12-2
VW,TAOS,1069,6429,2023-12-2
CAOA_CHERY,TIGGO_5X,1571,3797,2023-12-2
CAOA_CHERY,TIGGO_8,677,3714,2023-12-2
CAOA_CHERY,TIGGO_7,457,2679,2023-12-2
VOLVO,XC60,392,2208,2023-12-2
GWM,HAVAL_H6,969,2162,2023-12-2
GM,EQUINOX,325,1893,2023-12-2
CITROEN,C4_CACTUS,143,1831,2023-12-2
BMW,X1,433,1601,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,294,1418,2023-12-2
BYD,SONG_PLUS,353,1096,2023-12-2
PORSCHE,CAYENNE,208,990,2023-12-2
AUDI,Q5,217,974,2023-12-2
VOLVO,XC40,119,903,2023-12-2
PEUGEOT,2008,167,882,2023-12-2
GM,TRAILBLAZER,84,876,2023-12-2
MITSUBISHI,PAJERO,214,857,2023-12-2
PORSCHE,MACAN,86,752,2023-12-2
AUDI,Q3,124,697,2023-12-2
LAND_ROVER,DISCOVERY,126,695,2023-12-2
VOLVO,XC90,88,588,2023-12-2
FORD,TERRITORY,104,577,2023-12-2
MBENZ,CLASSE_GLB,85,559,2023-12-2
LAND_ROVER,DEFENDER,125,524,2023-12-2
KIA,STONIC,61,521,2023-12-2
LAND_ROVER,RANGE_ROVER,100,514,2023-12-2
FIAT,MOBI,8582,39024,2023-12-2
RENAULT,KWID,6602,33248,2023-12-2
VW,GOL,122,6053,2023-12-2
VW,FUSCA,5,51,2023-12-2
FIAT,UNO,4,24,2023-12-2
FIAT,PALIO,1,5,2023-12-2
VW,UP,0,4,2023-12-2
GM,CHEVETTE,1,3,2023-12-2
FIAT,147,0,1,2023-12-2
GM,ONIX,10260,54370,2023-12-2
VW,POLO,16471,54193,2023-12-2
HYUNDAI,HB20,12126,46128,2023-12-2
FIAT,ARGO,7159,39079,2023-12-2
PEUGEOT,208,3104,14650,2023-12-2
CITROEN,C3,3030,14368,2023-12-2
TOYOTA,YARIS_HB,1609,13489,2023-12-2
HONDA,CITY_HATCH,673,7313,2023-12-2
RENAULT,SANDERO,1348,4907,2023-12-2
MINI,COOPER,58,424,2023-12-2
JAC,E-JS1,39,260,2023-12-2
BYD,DOLPHIN,80,97,2023-12-2
GM,CRUZE_HB,33,238,2023-12-2
AUDI,A3,48,224,2023-12-2
NISSAN,LEAF,7,168,2023-12-2
MBENZ,CLASSE_A,5,30,2023-12-2
BMW,118i,6,22,2023-12-2
TOYOTA,COROLLA_GR,17,17,2023-12-2
FIAT,CRONOS,5036,24231,2023-12-2
HYUNDAI,HB20S,4811,14310,2023-12-2
RENAULT,LOGAN,1923,3289,2023-12-2
VW,VOYAGE,0,2068,2023-12-2
FIAT,SIENA,1,16,2023-12-2
TOYOTA,ETIOS_SEDAN,1,3,2023-12-2
GM,PRISMA,0,2,2023-12-2
FORD,FIESTA_SEDAN,0,1,2023-12-2
FORD,KA_SEDAN,0,1,2023-12-2
GM,CLASSIC,0,1,2023-12-2
GM,ONIX_PLUS,6412,42138,2023-12-2
VW,VIRTUS,2729,12418,2023-12-2
TOYOTA,YARIS_SEDAN,2505,8562,2023-12-2
HONDA,CITY,1060,7656,2023-12-2
NISSAN,VERSA,1086,4657,2023-12-2
FORD,CORCEL,2,8,2023-12-2
TOYOTA,COROLLA,3812,23664,2023-12-2
NISSAN,SENTRA,275,2228,2023-12-2
VW,JETTA,162,806,2023-12-2
GM,CRUZE_SEDAN,113,675,2023-12-2
AUDI,A3_SEDAN,71,393,2023-12-2
CAOA_CHERY,ARRIZO_6,58,390,2023-12-2
HONDA,CIVIC,4,324,2023-12-2
AUDI,A5,52,291,2023-12-2
JAC,E-J7,5,70,2023-12-2
MBENZ,CLA45,4,64,2023-12-2
BMW,420I,11,60,2023-12-2
BMW,218I,4,54,2023-12-2
MBENZ,CLA35,2,40,2023-12-2
HYUNDAI,IONIQ,1,17,2023-12-2
KIA,CERATO,1,15,2023-12-2
TESLA,MODEL_3,3,11,2023-12-2
BYD,SEAL,9,9,2023-12-2
MBENZ,CLASSE_A,0,5,2023-12-2
GM,IMPALA,0,1,2023-12-2
RENAULT,FLUENCE,0,1,2023-12-2
TOYOTA,PRIUS,0,1,2023-12-2
BMW,320I,350,2643,2023-12-2
MBENZ,CLASSE_C,93,399,2023-12-2
BMW,330E,9,365,2023-12-2
AUDI,A4,22,243,2023-12-2
PORSCHE,PANAMERA,33,208,2023-12-2
MBENZ,CLA250,16,201,2023-12-2
BMW,I4,14,86,2023-12-2
BYD,HAN,7,61,2023-12-2
BMW,530E,9,54,2023-12-2
LEXUS,ES300,10,47,2023-12-2
TOYOTA,CAMRY,1,31,2023-12-2
AUDI,E_TRON_GT,3,22,2023-12-2
VW,PARATI,0,2,2023-12-2
VW,SPACE_FOX,0,1,2023-12-2
AUDI,RS6_AVANT,3,23,2023-12-2
GM,CARAVAN,0,1,2023-12-2
VW,QUANTUM,0,1,2023-12-2
GM,BOLT,18,38,2023-12-2
FIAT,DOBLO,0,3,2023-12-2
NISSAN,LIVINA,0,1,2023-12-2
GM,SPIN,2026,10617,2023-12-2
BYD,D1,143,163,2023-12-2
KIA,CARNIVAL,0,23,2023-12-2
CHRYSLER,PACIFICA,2,7,2023-12-2
PORSCHE,911,51,463,2023-12-2
FORD,MUSTANG,25,243,2023-12-2
BMW,M3,18,186,2023-12-2
PORSCHE,TAYCAN,23,167,2023-12-2
PORSCHE,BOXSTER,14,127,2023-12-2
PORSCHE,CAYMAN,16,82,2023-12-2
JAGUAR,F-TYPE,8,49,2023-12-2
GM,CORVETTE,3,36,2023-12-2
MCLAREN,ARTURA,2,30,2023-12-2
VW,T_CROSS,8553,40587,2023-12-2
HYUNDAI,CRETA,5314,35262,2023-12-2
JEEP,COMPASS,4707,35056,2023-12-2
GM,TRACKER,5438,34401,2023-12-2
JEEP,RENEGADE,5556,27875,2023-12-2
VW,NIVUS,6498,27375,2023-12-2
NISSAN,KICKS,4752,26814,2023-12-2
HONDA,HR-V,4983,25525,2023-12-2
FIAT,PULSE,3994,25438,2023-12-2
TOYOTA,COROLLA_CROSS,3630,25113,2023-12-2
FIAT,FASTBACK,3635,21130,2023-12-2
RENAULT,DUSTER,1801,12574,2023-12-2
JEEP,COMMANDER,1408,11917,2023-12-2
TOYOTA,HILUX_SW4,1261,8132,2023-12-2
VW,TAOS,1203,7632,2023-12-2
CAOA_CHERY,TIGGO_5X,1201,4998,2023-12-2
CAOA_CHERY,TIGGO_8,901,4615,2023-12-2
CAOA_CHERY,TIGGO_7,555,3234,2023-12-2
GWM,HAVAL_H6,953,3115,2023-12-2
VOLVO,XC60,395,2603,2023-12-2
GM,EQUINOX,335,2227,2023-12-2
CITROEN,C4_CACTUS,227,2058,2023-12-2
BMW,X1,390,1991,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,264,1682,2023-12-2
BYD,SONG_PLUS,445,1541,2023-12-2
PORSCHE,CAYENNE,190,1180,2023-12-2
AUDI,Q5,116,1090,2023-12-2
MITSUBISHI,PAJERO,227,1084,2023-12-2
PEUGEOT,2008,191,1073,2023-12-2
VOLVO,XC40,106,1009,2023-12-2
GM,TRAILBLAZER,123,999,2023-12-2
LAND_ROVER,DISCOVERY,155,850,2023-12-2
AUDI,Q3,137,834,2023-12-2
PORSCHE,MACAN,78,830,2023-12-2
VOLVO,XC90,65,653,2023-12-2
LAND_ROVER,DEFENDER,121,645,2023-12-2
MBENZ,CLASSE_GLB,77,636,2023-12-2
FORD,TERRITORY,57,634,2023-12-2
KIA,STONIC,92,613,2023-12-2
LAND_ROVER,RANGE_ROVER,78,592,2023-12-2
FIAT,MOBI,6593,45616,2023-12-2
RENAULT,KWID,4569,37817,2023-12-2
VW,GOL,57,6110,2023-12-2
VW,FUSCA,9,60,2023-12-2
FIAT,UNO,1,25,2023-12-2
FIAT,PALIO,2,7,2023-12-2
VW,UP,2,6,2023-12-2
GM,CHEVETTE,0,3,2023-12-2
FIAT,147,1,2,2023-12-2
GM,ONIX,8345,62715,2023-12-2
VW,POLO,8220,62412,2023-12-2
HYUNDAI,HB20,8053,54180,2023-12-2
FIAT,ARGO,5892,44971,2023-12-2
PEUGEOT,208,3318,17967,2023-12-2
CITROEN,C3,2182,16549,2023-12-2
TOYOTA,YARIS_HB,1996,15485,2023-12-2
HONDA,CITY_HATCH,647,7960,2023-12-2
RENAULT,SANDERO,677,5584,2023-12-2
MINI,COOPER,65,489,2023-12-2
BYD,DOLPHIN,371,467,2023-12-2
JAC,E-JS1,32,292,2023-12-2
GM,CRUZE_HB,33,271,2023-12-2
AUDI,A3,21,245,2023-12-2
NISSAN,LEAF,0,168,2023-12-2
MBENZ,CLASSE_A,10,40,2023-12-2
TOYOTA,COROLLA_GR,15,32,2023-12-2
BMW,118i,6,28,2023-12-2
FIAT,CRONOS,5093,29322,2023-12-2
HYUNDAI,HB20S,2294,16604,2023-12-2
RENAULT,LOGAN,88,3377,2023-12-2
VW,VOYAGE,3,2071,2023-12-2
FIAT,SIENA,1,17,2023-12-2
GM,PRISMA,1,3,2023-12-2
TOYOTA,ETIOS_SEDAN,0,3,2023-12-2
FORD,KA_SEDAN,1,2,2023-12-2
DODGE,CHARGER,1,1,2023-12-2
FORD,FIESTA_SEDAN,0,1,2023-12-2
GM,ONIX_PLUS,7055,49192,2023-12-2
VW,VIRTUS,3107,15525,2023-12-2
TOYOTA,YARIS_SEDAN,2597,11159,2023-12-2
HONDA,CITY,935,8591,2023-12-2
NISSAN,VERSA,977,5633,2023-12-2
FORD,CORCEL,2,10,2023-12-2
TOYOTA,COROLLA,4175,27838,2023-12-2
NISSAN,SENTRA,376,2604,2023-12-2
VW,JETTA,371,1177,2023-12-2
GM,CRUZE_SEDAN,95,770,2023-12-2
CAOA_CHERY,ARRIZO_6,175,565,2023-12-2
AUDI,A3_SEDAN,33,426,2023-12-2
HONDA,CIVIC,66,390,2023-12-2
AUDI,A5,47,338,2023-12-2
HYUNDAI,IONIQ,103,120,2023-12-2
MBENZ,CLA45,10,74,2023-12-2
JAC,E-J7,3,73,2023-12-2
BMW,420I,8,68,2023-12-2
BMW,218I,5,59,2023-12-2
MBENZ,CLA35,3,43,2023-12-2
BYD,SEAL,14,23,2023-12-2
KIA,CERATO,0,15,2023-12-2
TESLA,MODEL_3,2,13,2023-12-2
MBENZ,CLASSE_A,0,5,2023-12-2
GM,IMPALA,0,1,2023-12-2
RENAULT,FLUENCE,0,1,2023-12-2
TOYOTA,PRIUS,0,1,2023-12-2
BMW,320I,425,3068,2023-12-2
MBENZ,CLASSE_C,117,516,2023-12-2
BMW,330E,69,434,2023-12-2
PORSCHE,PANAMERA,47,255,2023-12-2
AUDI,A4,9,252,2023-12-2
MBENZ,CLA250,12,213,2023-12-2
BMW,I4,26,112,2023-12-2
BMW,530E,12,66,2023-12-2
BYD,HAN,4,65,2023-12-2
LEXUS,ES300,10,57,2023-12-2
TOYOTA,CAMRY,2,33,2023-12-2
AUDI,E_TRON_GT,4,26,2023-12-2
VW,PARATI,0,2,2023-12-2
VW,SPACE_FOX,0,1,2023-12-2
AUDI,RS6_AVANT,4,27,2023-12-2
GM,CARAVAN,0,1,2023-12-2
VW,QUANTUM,0,1,2023-12-2
GM,BOLT,3,41,2023-12-2
FIAT,DOBLO,0,3,2023-12-2
NISSAN,LIVINA,0,1,2023-12-2
GM,SPIN,2341,12958,2023-12-2
BYD,D1,153,316,2023-12-2
KIA,CARNIVAL,0,23,2023-12-2
CHRYSLER,PACIFICA,3,10,2023-12-2
PORSCHE,911,109,572,2023-12-2
FORD,MUSTANG,27,270,2023-12-2
BMW,M3,24,210,2023-12-2
PORSCHE,TAYCAN,39,206,2023-12-2
PORSCHE,BOXSTER,30,157,2023-12-2
PORSCHE,CAYMAN,17,99,2023-12-2
JAGUAR,F-TYPE,8,57,2023-12-2
GM,CORVETTE,7,43,2023-12-2
MCLAREN,ARTURA,1,31,2023-12-2
VW,T_CROSS,5452,46038,2023-12-2
GM,TRACKER,6372,40773,2023-12-2
HYUNDAI,CRETA,5195,40457,2023-12-2
JEEP,COMPASS,5315,40369,2023-12-2
JEEP,RENEGADE,5044,32917,2023-12-2
VW,NIVUS,4936,32310,2023-12-2
HONDA,HR-V,5775,31299,2023-12-2
NISSAN,KICKS,4136,30950,2023-12-2
FIAT,PULSE,3742,29180,2023-12-2
TOYOTA,COROLLA_CROSS,3247,28359,2023-12-2
FIAT,FASTBACK,4308,25438,2023-12-2
RENAULT,DUSTER,1973,14547,2023-12-2
JEEP,COMMANDER,1922,13834,2023-12-2
TOYOTA,HILUX_SW4,1491,9623,2023-12-2
VW,TAOS,1481,9113,2023-12-2
CAOA_CHERY,TIGGO_5X,968,5966,2023-12-2
CAOA_CHERY,TIGGO_8,1290,5905,2023-12-2
GWM,HAVAL_H6,1452,4567,2023-12-2
CAOA_CHERY,TIGGO_7,693,3926,2023-12-2
VOLVO,XC60,412,3015,2023-12-2
GM,EQUINOX,328,2555,2023-12-2
CITROEN,C4_CACTUS,428,2486,2023-12-2
BMW,X1,385,2376,2023-12-2
BYD,SONG_PLUS,762,2303,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,366,2048,2023-12-2
MITSUBISHI,PAJERO,207,1291,2023-12-2
PORSCHE,CAYENNE,100,1280,2023-12-2
AUDI,Q5,129,1219,2023-12-2
PEUGEOT,2008,146,1219,2023-12-2
GM,TRAILBLAZER,109,1108,2023-12-2
VOLVO,XC40,62,1071,2023-12-2
LAND_ROVER,DISCOVERY,202,1052,2023-12-2
AUDI,Q3,142,977,2023-12-2
PORSCHE,MACAN,110,940,2023-12-2
VOLVO,XC90,127,780,2023-12-2
FORD,TERRITORY,126,760,2023-12-2
LAND_ROVER,DEFENDER,97,742,2023-12-2
BMW,X4,140,698,2023-12-2
MBENZ,CLASSE_GLB,61,697,2023-12-2
KIA,STONIC,55,668,2023-12-2
FIAT,MOBI,8037,59666,2023-12-2
RENAULT,KWID,6394,49241,2023-12-2
VW,GOL,22,6153,2023-12-2
VW,FUSCA,10,76,2023-12-2
FIAT,UNO,2,31,2023-12-2
FIAT,PALIO,1,8,2023-12-2
VW,UP,0,6,2023-12-2
GM,CHEVETTE,2,5,2023-12-2
FIAT,147,0,2,2023-12-2
VW,POLO,11123,83050,2023-12-2
GM,ONIX,10657,81403,2023-12-2
HYUNDAI,HB20,7421,69221,2023-12-2
FIAT,ARGO,5257,56166,2023-12-2
PEUGEOT,208,2832,23084,2023-12-2
CITROEN,C3,2714,21252,2023-12-2
TOYOTA,YARIS_HB,1862,19173,2023-12-2
HONDA,CITY_HATCH,684,9327,2023-12-2
RENAULT,SANDERO,443,6578,2023-12-2
BYD,DOLPHIN,1366,2868,2023-12-2
MINI,COOPER,94,632,2023-12-2
JAC,E-JS1,24,372,2023-12-2
GM,CRUZE_HB,38,340,2023-12-2
AUDI,A3,45,324,2023-12-2
NISSAN,LEAF,2,219,2023-12-2
MBENZ,CLASSE_A,5,54,2023-12-2
TOYOTA,COROLLA_GR,14,54,2023-12-2
HONDA,CIVIC_TYPE-R,9,45,2023-12-2
FIAT,CRONOS,4929,38852,2023-12-2
HYUNDAI,HB20S,3442,23901,2023-12-2
RENAULT,LOGAN,177,3794,2023-12-2
VW,VOYAGE,2,2074,2023-12-2
FIAT,SIENA,3,21,2023-12-2
TOYOTA,ETIOS_SEDAN,0,4,2023-12-2
FORD,KA_SEDAN,0,3,2023-12-2
GM,PRISMA,0,3,2023-12-2
CAOA_CHERY,CELER_SEDAN,0,2,2023-12-2
DODGE,CHARGER,0,1,2023-12-2
GM,ONIX_PLUS,7114,63093,2023-12-2
VW,VIRTUS,2910,21034,2023-12-2
TOYOTA,YARIS_SEDAN,2426,16136,2023-12-2
HONDA,CITY,751,10024,2023-12-2
NISSAN,VERSA,767,7062,2023-12-2
FORD,CORCEL,0,10,2023-12-2
TOYOTA,COROLLA,3996,35305,2023-12-2
NISSAN,SENTRA,490,3436,2023-12-2
VW,JETTA,313,1672,2023-12-2
GM,CRUZE_SEDAN,121,997,2023-12-2
CAOA_CHERY,ARRIZO_6,100,896,2023-12-2
AUDI,A3_SEDAN,70,565,2023-12-2
AUDI,A5,58,460,2023-12-2
HONDA,CIVIC,33,443,2023-12-2
HYUNDAI,IONIQ,27,228,2023-12-2
BYD,SEAL,11,102,2023-12-2
BMW,420I,15,90,2023-12-2
MBENZ,CLA45,3,81,2023-12-2
JAC,E-J7,2,78,2023-12-2
BMW,218I,3,65,2023-12-2
MBENZ,CLA35,0,46,2023-12-2
KIA,CERATO,0,16,2023-12-2
TESLA,MODEL_3,1,16,2023-12-2
MBENZ,CLASSE_A,1,6,2023-12-2
GM,IMPALA,1,2,2023-12-2
VW,SANTANA,1,2,2023-12-2
RENAULT,FLUENCE,0,1,2023-12-2
BMW,320I,310,3728,2023-12-2
MBENZ,CLASSE_C,63,653,2023-12-2
BMW,330E,45,533,2023-12-2
PORSCHE,PANAMERA,63,375,2023-12-2
AUDI,A4,14,271,2023-12-2
MBENZ,CLA250,3,221,2023-12-2
BMW,I4,10,131,2023-12-2
BMW,530E,7,78,2023-12-2
BYD,HAN,4,70,2023-12-2
LEXUS,ES300,4,66,2023-12-2
AUDI,E_TRON_GT,6,42,2023-12-2
HONDA,ACCORD,33,42,2023-12-2
VW,PARATI,0,2,2023-12-2
VW,SPACE_FOX,0,1,2023-12-2
AUDI,RS6_AVANT,4,32,2023-12-2
GM,CARAVAN,0,1,2023-12-2
VW,QUANTUM,0,1,2023-12-2
GM,BOLT,1,44,2023-12-2
FIAT,DOBLO,0,3,2023-12-2
HONDA,FIT,2,3,2023-12-2
NISSAN,LIVINA,0,1,2023-12-2
RENAULT,KANGOO,1,1,2023-12-2
GM,SPIN,2051,16871,2023-12-2
BYD,D1,0,318,2023-12-2
KIA,CARNIVAL,0,23,2023-12-2
CHRYSLER,PACIFICA,4,15,2023-12-2
PORSCHE,911,132,830,2023-12-2
FORD,MUSTANG,21,320,2023-12-2
PORSCHE,TAYCAN,26,247,2023-12-2
PORSCHE,BOXSTER,41,243,2023-12-2
BMW,M3,17,242,2023-12-2
PORSCHE,CAYMAN,44,184,2023-12-2
JAGUAR,F-TYPE,18,83,2023-12-2
GM,CORVETTE,7,59,2023-12-2
DODGE,CHALLENGER,3,36,2023-12-2
VW,T_CROSS,6724,58125,2023-12-2
GM,TRACKER,6669,53979,2023-12-2
HYUNDAI,CRETA,5354,50252,2023-12-2
JEEP,COMPASS,4640,49422,2023-12-2
VW,NIVUS,4957,42037,2023-12-2
NISSAN,KICKS,6115,41770,2023-12-2
HONDA,HR-V,4049,39929,2023-12-2
JEEP,RENEGADE,3249,39922,2023-12-2
FIAT,PULSE,4157,36552,2023-12-2
TOYOTA,COROLLA_CROSS,3682,35037,2023-12-2
FIAT,FASTBACK,3640,32745,2023-12-2
RENAULT,DUSTER,2891,20036,2023-12-2
JEEP,COMMANDER,1577,16954,2023-12-2
TOYOTA,HILUX_SW4,1548,12541,2023-12-2
VW,TAOS,1865,12363,2023-12-2
CAOA_CHERY,TIGGO_5X,2483,9742,2023-12-2
CAOA_CHERY,TIGGO_8,678,7333,2023-12-2
GWM,HAVAL_H6,1450,7324,2023-12-2
CAOA_CHERY,TIGGO_7,510,5073,2023-12-2
BYD,SONG_PLUS,1100,4266,2023-12-2
VOLVO,XC60,323,3609,2023-12-2
GM,EQUINOX,425,3357,2023-12-2
CITROEN,C4_CACTUS,332,3182,2023-12-2
BMW,X1,418,3161,2023-12-2
MITSUBISHI,ECLIPSE_CROSS,464,2795,2023-12-2
MITSUBISHI,PAJERO,185,1667,2023-12-2
AUDI,Q5,246,1665,2023-12-2
PEUGEOT,2008,131,1505,2023-12-2
GM,TRAILBLAZER,217,1433,2023-12-2
PORSCHE,CAYENNE,48,1395,2023-12-2
LAND_ROVER,DISCOVERY,96,1351,2023-12-2
AUDI,Q3,140,1281,2023-12-2
VOLVO,XC40,133,1279,2023-12-2
PORSCHE,MACAN,84,1107,2023-12-2
FORD,TERRITORY,175,1082,2023-12-2
BYD,YUAN_PLUS,215,995,2023-12-2
VOLVO,XC90,72,939,2023-12-2
BMW,X4,93,902,2023-12-2
LAND_ROVER,DEFENDER,75,889,2023-12-2
KIA,SPORTAGE,114,864,2023-12-2
FIAT,MOBI,6367,66033,2023-12-2
RENAULT,KWID,5972,55213,2023-12-2
VW,GOL,14,6167,2023-12-2
VW,FUSCA,9,85,2023-12-2
FIAT,UNO,4,35,2023-12-2
FIAT,PALIO,2,10,2023-12-2
VW,UP,0,6,2023-12-2
GM,CHEVETTE,0,5,2023-12-2
