marca,modelo,emplacados,acumulado_anual,data
VW,JETTA,245,1795,2024-07-02
HONDA,CIVIC,146,844,2024-07-02
GM,CRUZE_SEDAN,27,745,2024-07-02
BYD,KING,593,671,2024-07-02
MBENZ,CLA200,62,295,2024-07-02
AUDI,A3_SEDAN,31,242,2024-07-02
AUDI,A5,35,209,2024-07-02
BMW,420I,8,72,2024-07-02
MBENZ,CLA45,3,52,2024-07-02
MBENZ,CLA35,14,44,2024-07-02
CAOA_CHERY,ARRIZO_6,1,25,2024-07-02
BMW,218I,2,17,2024-07-02
JAC,E-J7,1,13,2024-07-02
TESLA,MODEL_3,0,4,2024-07-02
HYUNDAI,IONIQ,0,3,2024-07-02
HYUNDAI,ELANTRA,0,2,2024-07-02
KIA,CERATO,1,2,2024-07-02
CITROEN,C4_PALLAS,1,1,2024-07-02
BMW,320I,332,2415,2024-07-02
MBENZ,CLASSE_C,220,804,2024-07-02
BMW,330E,68,223,2024-07-02
PORSCHE,PANAMERA,16,214,2024-07-02
HONDA,ACCORD,11,125,2024-07-02
AUDI,A4,12,91,2024-07-02
MBENZ,CLA200,1,81,2024-07-02
LEXUS,ES300,10,69,2024-07-02
BMW,I4,16,55,2024-07-02
BMW,530E,33,39,2024-07-02
BYD,HAN,4,31,2024-07-02
TOYOTA,CAMRY,0,25,2024-07-02
FIAT,PALIO_WEEKEND,0,1,2024-07-02
FORD,BELINA,0,1,2024-07-02
VW,SPACE_FOX,0,1,2024-07-02
AUDI,RS6_AVANT,7,45,2024-07-02
VW,QUANTUM,0,1,2024-07-02
GM,BOLT,0,14,2024-07-02
FIAT,DOBLO,0,2,2024-07-02
HONDA,FIT,0,1,2024-07-02
GM,SPIN,2370,11785,2024-07-02
KIA,CARNIVAL,37,40,2024-07-02
CHRYSLER,PACIFICA,1,14,2024-07-02
TOYOTA,SIENNA,1,14,2024-07-02
PORSCHE,911,185,994,2024-07-02
PORSCHE,BOXSTER,92,460,2024-07-02
FORD,MUSTANG,134,225,2024-07-02
PORSCHE,CAYMAN,40,192,2024-07-02
BMW,M2,26,153,2024-07-02
BMW,M3,20,136,2024-07-02
GM,CAMARO,9,86,2024-07-02
PORSCHE,TAYCAN,4,73,2024-07-02
GM,CORVETTE,5,62,2024-07-02
VW,T_CROSS,8185,39703,2024-07-02
HYUNDAI,CRETA,7281,37812,2024-07-02
GM,TRACKER,6391,35256,2024-07-02
NISSAN,KICKS,5819,33999,2024-07-02
VW,NIVUS,5570,31436,2024-07-02
JEEP,RENEGADE,5766,29258,2024-07-02
JEEP,COMPASS,4728,27517,2024-07-02
FIAT,FASTBACK,5651,27384,2024-07-02
TOYOTA,COROLLA_CROSS,4848,26691,2024-07-02
HONDA,HR-V,4635,26585,2024-07-02
FIAT,PULSE,3662,21763,2024-07-02
CAOA_CHERY,TIGGO_5X,1500,15631,2024-07-02
CAOA_CHERY,TIGGO_7,3471,12920,2024-07-02
BYD,SONG,2139,12176,2024-07-02
GWM,HAVAL_H6,2786,11829,2024-07-02
RENAULT,DUSTER,1369,11542,2024-07-02
TOYOTA,HILUX_SW4,1510,9141,2024-07-02
VW,TAOS,2076,9089,2024-07-02
JEEP,COMMANDER,1696,8772,2024-07-02
RENAULT,KARDIAN,2367,7558,2024-07-02
CITROEN,C3_AIRCROSS,924,4836,2024-07-02
MITSUBISHI,ECLIPSE_CROSS,837,4820,2024-07-02
CAOA_CHERY,TIGGO_8,356,4687,2024-07-02
HONDA,ZR-V,215,2995,2024-07-02
BMW,X1,415,2851,2024-07-02
FORD,TERRITORY,508,2846,2024-07-02
VW,TIGUAN,256,2066,2024-07-02
VOLVO,XC60,256,1704,2024-07-02
GM,EQUINOX,337,1610,2024-07-02
BYD,YUAN_PLUS,151,1482,2024-07-02
VOLVO,EX30,317,1481,2024-07-02
TOYOTA,RAV4,143,1422,2024-07-02
AUDI,Q3,256,1407,2024-07-02
MITSUBISHI,PAJERO,345,1396,2024-07-02
FORD,BRONCO,271,1336,2024-07-02
PORSCHE,CAYENNE,175,1014,2024-07-02
GM,TRAILBLAZER,173,987,2024-07-02
LAND_ROVER,DISCOVERY,150,983,2024-07-02
BMW,X3,151,878,2024-07-02
AUDI,Q5,89,840,2024-07-02
