marca,modelo,emplacados,acumulado_anual,data
VW,PARATI,0,2,2023-04-2
VW,SPACE_FOX,0,1,2023-04-2
AUDI,RS6_AVANT,3,6,2023-04-2
GM,CARAVAN,0,1,2023-04-2
VW,QUANTUM,0,1,2023-04-2
GM,BOLT,0,22,2023-04-2
FIAT,DOBLO,0,2,2023-04-2
GM,SPIN,1084,5589,2023-04-2
KIA,CARNIVAL,0,22,2023-04-2
BYD,D1,2,14,2023-04-2
TOYOTA,SIENNA,0,3,2023-04-2
PORSCHE,911,47,287,2023-04-2
FORD,MUSTANG,44,145,2023-04-2
BMW,M3,20,131,2023-04-2
PORSCHE,TAYCAN,25,95,2023-04-2
PORSCHE,BOXSTER,45,68,2023-04-2
PORSCHE,CAYMAN,18,39,2023-04-2
JAGUAR,F-TYPE,6,30,2023-04-2
GM,CORVETTE,7,20,2023-04-2
GM,CAMARO,5,14,2023-04-2
JEEP,COMPASS,4898,20453,2023-04-2
HYUNDAI,CRETA,4660,20084,2023-04-2
VW,T_CROSS,4592,18760,2023-04-2
GM,TRACKER,4078,18574,2023-04-2
TOYOTA,COROLLA_CROSS,3946,14395,2023-04-2
NISSAN,KICKS,3055,14377,2023-04-2
JEEP,RENEGADE,3219,13960,2023-04-2
FIAT,PULSE,3504,13554,2023-04-2
VW,NIVUS,3702,12786,2023-04-2
FIAT,FASTBACK,2466,11171,2023-04-2
HONDA,HR-V,4688,11157,2023-04-2
JEEP,COMMANDER,1835,7220,2023-04-2
RENAULT,DUSTER,1377,7055,2023-04-2
TOYOTA,HILUX_SW4,1113,4376,2023-04-2
VW,TAOS,792,3825,2023-04-2
CAOA_CHERY,TIGGO_8,544,2362,2023-04-2
CAOA_CHERY,TIGGO_7,418,1640,2023-04-2
CAOA_CHERY,TIGGO_5X,516,1581,2023-04-2
CITROEN,C4_CACTUS,344,1450,2023-04-2
VOLVO,XC60,157,1436,2023-04-2
GM,EQUINOX,292,1219,2023-04-2
MITSUBISHI,ECLIPSE_CROSS,206,913,2023-04-2
BMW,X1,367,659,2023-04-2
AUDI,Q5,185,610,2023-04-2
VOLVO,XC40,140,593,2023-04-2
GM,TRAILBLAZER,231,592,2023-04-2
PEUGEOT,2008,138,569,2023-04-2
PORSCHE,MACAN,149,554,2023-04-2
PORSCHE,CAYENNE,145,529,2023-04-2
MITSUBISHI,PAJERO,108,525,2023-04-2
AUDI,Q3,125,473,2023-04-2
LAND_ROVER,DISCOVERY,119,431,2023-04-2
BYD,SONG_PLUS,39,422,2023-04-2
VOLVO,XC90,123,386,2023-04-2
MBENZ,CLASSE_GLB,81,382,2023-04-2
KIA,STONIC,96,368,2023-04-2
FORD,TERRITORY,88,367,2023-04-2
SUZUKI,JIMNY_SIERRA,83,353,2023-04-2
MBENZ,CLASSE_GLA,53,342,2023-04-2
TOYOTA,RAV4,47,332,2023-04-2
